addr,name,symbol_class,runtime_tier,branch_count,pool_count,total_callers,first_caller
0x0603ED24,FUN_0603ED24,global-FUN,tail-call,1,0,1,src\race\FUN_0603C304.s:5996 [branch]
0x0603ED5C,FUN_0603ED5C,global-FUN,real-call,0,1,1,src\race\FUN_0603C304.s:2600 [pool]
0x0603EDC8,FUN_0603EDC8,global-FUN,real-call,1,0,1,src\race\FUN_0603C304.s:5594 [branch]
0x0603EDF8,FUN_0603EDF8,global-FUN,tail-call,1,0,1,src\race\FUN_0603C304.s:6131 [branch]
0x0603EE36,FUN_0603EE36,global-FUN,real-call,0,0,0,
0x0603EE48,FUN_0603EE48,global-FUN,real-call,5,2,7,src\race\FUN_0603C304.s:4140 [branch]
0x0603EE64,FUN_0603EE64,global-FUN,real-call,4,0,4,src\race\FUN_0603C304.s:5405 [branch]
0x0603EEBC,FUN_0603EEBC,global-FUN,tail-call,3,0,3,src\race\FUN_0603C304.s:5491 [branch]
0x0603EF86,FUN_0603EF86,global-FUN,tail-call,1,0,1,src\race\FUN_0603C304.s:6371 [branch]
0x0603EF8E,DAT_0603EF8E,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0603C304.s:5507 [pool]
0x0603F0B4,FUN_0603F0B4,global-FUN,real-call,2,0,2,src\race\FUN_0603C304.s:7052 [branch]
0x0603F0D0,FUN_0603F0D0,global-FUN,tail-call,1,0,1,src\race\FUN_0603C304.s:6576 [branch]
0x0603F134,FUN_0603F134,global-FUN,real-call,0,0,0,
0x0603F166,FUN_0603F166,global-FUN,real-call,2,0,2,src\race\FUN_0603C304.s:5485 [branch]
0x0603F4C0,FUN_0603F4C0,global-FUN,real-call,0,0,0,
0x0603F506,FUN_0603F506,global-FUN,real-call,0,0,0,
0x0603F512,FUN_0603F512,global-FUN,tail-call,1,0,1,src\race\FUN_0603C304.s:7198 [branch]
0x0603F534,FUN_0603F534,global-FUN,real-call,3,0,3,src\race\FUN_0603C304.s:5487 [branch]
0x0603F58C,FUN_0603F58C,global-FUN,real-call,2,0,2,src\race\FUN_0603C304.s:6394 [branch]
0x0603F61C,FUN_0603F61C,global-FUN,real-call,3,0,3,src\race\FUN_0603C304.s:5471 [branch]
0x0603F6BE,FUN_0603F6BE,global-FUN,tail-call,0,2,2,src\race\FUN_0603C304.s:2604 [pool]
0x0603F6F8,FUN_0603F6F8,global-FUN,real-call,2,0,2,src\race\FUN_0603C304.s:5732 [branch]
0x0603F75C,DAT_0603F75C,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0603C304.s:6552 [pool]
0x0603F770,FUN_0603F770,global-FUN,real-call,1,0,1,src\race\FUN_0603C304.s:7561 [branch]
0x0603F7B8,FUN_0603F7B8,global-FUN,real-call,3,0,3,src\race\FUN_0603C304.s:5466 [branch]
0x0603F8AC,FUN_0603F8AC,global-FUN,real-call,1,0,1,src\race\FUN_0603C304.s:7884 [branch]
0x0603F99E,FUN_0603F99E,global-FUN,real-call,0,0,0,
0x0603F9E8,FUN_0603F9E8,global-FUN,tail-call,0,1,1,src\race\FUN_0603C304.s:524 [pool]
0x0603FA54,FUN_0603FA54,global-FUN,real-call,0,3,3,src\race\FUN_0603C304.s:1082 [pool]
0x0603FAA8,FUN_0603FAA8,global-FUN,real-call,2,0,2,src\race\FUN_0603C304.s:8013 [branch]
0x0603FABE,DAT_0603FABE,PROVIDE-alias,real-call,0,2,2,src\race\FUN_0603C304.s:1096 [pool]
0x0603FAEA,DAT_0603FAEA,PROVIDE-alias,real-call,0,3,3,src\race\FUN_0603C304.s:4306 [pool]
0x0603FBD0,DAT_0603FBD0,PROVIDE-alias,real-call,0,3,3,src\race\FUN_0603C304.s:1251 [pool]
0x0603FC10,FUN_0603FC10,global-FUN,real-call,1,2,3,src\race\FUN_0603C304.s:8240 [branch]
0x0603FFBC,DAT_0603FFBC,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0603C304.s:7546 [pool]
0x0603FFD0,FUN_0603FFD0,global-FUN,real-call,1,1,2,src\race\FUN_0603C304.s:8788 [branch]
0x0604002C,FUN_0604002C,global-FUN,real-call,1,1,2,src\race\FUN_0603C304.s:8842 [branch]
0x060400F8,FUN_060400F8,global-FUN,real-call,0,2,2,src\race\FUN_0603C304.s:5503 [pool]
0x0604016C,DAT_0604016C,PROVIDE-alias,real-call,0,2,2,src\race\FUN_0603C304.s:8707 [pool]
0x06040200,DAT_06040200,PROVIDE-alias,isr-entered,0,3,3,src\race\FUN_0604C76C.s:344 [pool]
0x0604025C,FUN_0604025C,global-FUN,real-call,0,2,2,src\race\FUN_0603C304.s:91 [pool]
0x06040280,FUN_06040280,global-FUN,real-call,2,0,2,src\race\FUN_0604025C.s:272 [branch]
0x06040418,FUN_06040418,global-FUN,real-call,0,1,1,src\race\FUN_06028000.s:2298 [pool]
0x06040480,FUN_06040480,global-FUN,real-call,0,1,1,src\race\FUN_06028000.s:2302 [pool]
0x060407D4,FUN_060407D4,global-FUN,real-call,1,0,1,src\race\FUN_0604025C.s:677 [branch]
0x06040860,FUN_06040860,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:772 [pool]
0x06040B8C,FUN_06040B8C,global-FUN,real-call,0,3,3,src\race\FUN_0603C304.s:4867 [pool]
0x06040CF0,FUN_06040CF0,global-FUN,real-call,1,0,1,src\race\FUN_0604025C.s:1382 [branch]
0x06040E80,DAT_06040E80,PROVIDE-alias,real-call,0,1,1,src\race\FUN_060351CC.s:10268 [pool]
0x060410B2,FUN_060410B2,global-FUN,real-call,0,1,1,src\race\FUN_06028000.s:2294 [pool]
0x0604148C,FUN_0604148C,global-FUN,real-call,0,2,2,src\race\FUN_06028000.s:2779 [pool]
0x0604177C,FUN_0604177C,global-FUN,real-call,0,3,3,src\race\FUN_06028000.s:1102 [pool]
0x0604208C,FUN_0604208C,global-FUN,real-call,0,2,2,src\race\FUN_06029A78.s:282 [pool]
0x060423DC,FUN_060423DC,global-FUN,real-call,0,1,1,src\race\FUN_0604264C.s:179 [pool]
0x060424B8,FUN_060424B8,global-FUN,real-call,2,2,4,src\race\FUN_0604025C.s:3780 [branch]
0x0604256C,FUN_0604256C,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:2913 [pool]
0x060425DC,FUN_060425DC,global-FUN,tail-call,0,1,1,src\race\FUN_0604025C.s:4657 [pool]
0x0604264C,FUN_0604264C,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:4186 [pool]
0x06042DC4,FUN_06042DC4,global-FUN,real-call,2,0,2,src\race\FUN_06042DC4.s:135 [branch]
0x06042DF8,FUN_06042DF8,global-FUN,tail-call,0,1,1,src\race\FUN_060351CC.s:12044 [pool]
0x06042F2C,FUN_06042F2C,global-FUN,real-call,0,1,1,src\race\FUN_0602B22C.s:14500 [pool]
0x06043110,FUN_06043110,global-FUN,real-call,0,2,2,src\race\FUN_06029A78.s:292 [pool]
0x06043178,DAT_06043178,PROVIDE-alias,tail-call,0,1,1,src\race\FUN_060351CC.s:12229 [pool]
0x060431BC,DAT_060431BC,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0604025C.s:2717 [pool]
0x060431F8,FUN_060431F8,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:4188 [pool]
0x06043384,FUN_06043384,global-FUN,real-call,0,2,2,src\race\FUN_06029A78.s:284 [pool]
0x060433F0,FUN_060433F0,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:4335 [pool]
0x06043460,FUN_06043460,global-FUN,real-call,0,1,1,src\race\FUN_0604025C.s:4341 [pool]
0x06043A54,DAT_06043A54,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0604D380.s:7571 [pool]
0x06043B04,FUN_06043B04,global-FUN,tail-call,11,0,11,src\race\FUN_060439F4.s:61 [branch]
0x06043CCC,FUN_06043CCC,global-FUN,real-call,0,1,1,src\race\FUN_06042DC4.s:586 [pool]
0x06043F10,FUN_06043F10,global-FUN,real-call,13,0,13,src\race\FUN_06043CCC.s:65 [branch]
0x06043F24,FUN_06043F24,global-FUN,real-call,2,0,2,src\race\FUN_06043CCC.s:231 [branch]
0x06044138,FUN_06044138,global-FUN,real-call,0,3,3,src\race\FUN_06028000.s:2296 [pool]
0x06044344,FUN_06044344,global-FUN,real-call,0,2,2,src\race\FUN_06033DC8.s:2805 [pool]
0x060446F4,FUN_060446F4,global-FUN,real-call,0,2,2,src\race\FUN_0602B22C.s:4467 [pool]
0x06044788,FUN_06044788,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:949 [branch]
0x06044834,FUN_06044834,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:939 [branch]
0x06044848,FUN_06044848,global-FUN,real-call,0,1,1,src\race\FUN_0602B22C.s:4587 [pool]
0x060449AC,FUN_060449AC,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:1159 [branch]
0x060449B6,FUN_060449B6,global-FUN,isr-entered,1,0,1,src\race\FUN_06044060.s:1307 [branch]
0x06044BCC,FUN_06044BCC,global-FUN,real-call,0,2,2,src\race\FUN_06028000.s:2456 [pool]
0x06044D74,FUN_06044D74,global-FUN,real-call,1,4,5,src\race\FUN_06044060.s:1834 [branch]
0x06044D80,FUN_06044D80,global-FUN,real-call,1,12,13,src\race\FUN_06044060.s:2473 [branch]
0x06044DBA,DAT_06044DBA,PROVIDE-alias,real-call,0,27,27,src\race\FUN_0604025C.s:619 [pool]
0x06044DF4,DAT_06044DF4,PROVIDE-alias,real-call,0,3,3,src\race\FUN_06029A78.s:254 [pool]
0x06044E28,FUN_06044E28,global-FUN,real-call,0,7,7,src\race\FUN_0603C304.s:3018 [pool]
0x06044E3C,FUN_06044E3C,global-FUN,real-call,2,32,34,src\race\FUN_06044060.s:1956 [branch]
0x06044EF4,DAT_06044EF4,PROVIDE-alias,real-call,0,2,2,src\race\FUN_0604025C.s:726 [pool]
0x06044F30,DAT_06044F30,PROVIDE-alias,real-call,0,11,11,src\race\FUN_06029A78.s:238 [pool]
0x06045008,FUN_06045008,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:2198 [branch]
0x06045080,FUN_06045080,global-FUN,real-call,1,3,4,src\race\FUN_06044060.s:2264 [branch]
0x06045080,DAT_06045080,PROVIDE-alias,real-call,1,3,4,src\race\FUN_0603C304.s:3016 [pool]
0x060450F4,FUN_060450F4,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:2332 [branch]
0x0604510C,FUN_0604510C,global-FUN,isr-entered,1,0,1,src\race\FUN_06044060.s:2559 [branch]
0x060452D0,DAT_060452D0,PROVIDE-alias,real-call,0,1,1,src\race\FUN_06044060.s:2761 [pool]
0x06045368,FUN_06045368,global-FUN,real-call,1,1,2,src\race\FUN_06044060.s:2654 [branch]
0x060453CC,FUN_060453CC,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:2733 [branch]
0x060455E2,FUN_060455E2,global-FUN,real-call,0,1,1,src\race\FUN_06028000.s:308 [pool]
0x0604562C,FUN_0604562C,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3070 [branch]
0x06045650,FUN_06045650,global-FUN,real-call,1,1,2,src\race\FUN_06044060.s:3101 [branch]
0x06045698,FUN_06045698,global-FUN,real-call,2,4,6,src\race\FUN_06044060.s:3172 [branch]
0x060456AA,FUN_060456AA,global-FUN,real-call,0,0,0,
0x060456C8,DAT_060456C8,PROVIDE-alias,real-call,0,4,4,src\race\FUN_06029D8C.s:233 [pool]
0x060456CC,FUN_060456CC,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:2794 [branch]
0x060457AA,FUN_060457AA,global-FUN,real-call,0,0,0,
0x060457DE,FUN_060457DE,global-FUN,real-call,0,0,0,
0x060457E4,FUN_060457E4,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:3387 [branch]
0x0604595A,FUN_0604595A,global-FUN,real-call,0,0,0,
0x060459C4,FUN_060459C4,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:3384 [branch]
0x06045A2C,FUN_06045A2C,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:3449 [branch]
0x06045A7E,FUN_06045A7E,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:3462 [branch]
0x06045AC0,FUN_06045AC0,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:3675 [branch]
0x06045ADC,FUN_06045ADC,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:3695 [branch]
0x06045B10,FUN_06045B10,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3677 [branch]
0x06045B48,FUN_06045B48,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3697 [branch]
0x06045B74,FUN_06045B74,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3680 [branch]
0x06045BA0,FUN_06045BA0,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3700 [branch]
0x06045BC6,FUN_06045BC6,global-FUN,real-call,7,0,7,src\race\FUN_06044060.s:4812 [branch]
0x06045C02,FUN_06045C02,global-FUN,tail-call,15,0,15,src\race\FUN_06044060.s:4742 [branch]
0x06045C3C,FUN_06045C3C,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:3830 [branch]
0x06045C9C,FUN_06045C9C,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:3780 [branch]
0x06045CC2,DAT_06045CC2,PROVIDE-alias,isr-entered,0,1,1,src\race\FUN_06044060.s:4374 [pool]
0x06045CCC,FUN_06045CCC,global-FUN,real-call,2,1,3,src\race\FUN_06044060.s:2742 [branch]
0x06045D04,FUN_06045D04,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:3793 [branch]
0x06045D3C,FUN_06045D3C,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:4295 [branch]
0x06045D80,FUN_06045D80,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:3832 [branch]
0x06045DAA,FUN_06045DAA,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:4363 [branch]
0x06045E06,FUN_06045E06,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:3797 [branch]
0x06045E44,FUN_06045E44,global-FUN,real-call,6,0,6,src\race\FUN_06044060.s:3783 [branch]
0x06045EC8,FUN_06045EC8,global-FUN,tail-call,2,0,2,src\race\FUN_06044060.s:4538 [branch]
0x060463E4,FUN_060463E4,global-FUN,real-call,1,1,2,src\race\FUN_06044060.s:3428 [branch]
0x06046520,FUN_06046520,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:3655 [branch]
0x06046602,FUN_06046602,global-FUN,real-call,3,1,4,src\race\FUN_06044060.s:3430 [branch]
0x06046990,FUN_06046990,global-FUN,isr-entered,0,0,0,
0x06046A24,FUN_06046A24,global-FUN,isr-entered,0,0,0,
0x06046A90,FUN_06046A90,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:6084 [branch]
0x06046AE8,FUN_06046AE8,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:6172 [branch]
0x06046B3C,FUN_06046B3C,global-FUN,real-call,14,0,14,src\race\FUN_06044060.s:6068 [branch]
0x06046B64,FUN_06046B64,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6142 [branch]
0x06046B70,FUN_06046B70,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6054 [branch]
0x06046B96,FUN_06046B96,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:6333 [branch]
0x06046BD4,FUN_06046BD4,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:6059 [branch]
0x06046BF4,FUN_06046BF4,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:6056 [branch]
0x06046C14,FUN_06046C14,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6062 [branch]
0x06046CD0,FUN_06046CD0,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:6646 [branch]
0x06046CF0,FUN_06046CF0,global-FUN,tail-call,1,0,1,src\race\FUN_06044060.s:6649 [branch]
0x06046D10,FUN_06046D10,global-FUN,tail-call,2,0,2,src\race\FUN_06044060.s:6550 [branch]
0x06046D30,FUN_06046D30,global-FUN,real-call,14,0,14,src\race\FUN_06044060.s:7561 [branch]
0x06046D78,FUN_06046D78,global-FUN,real-call,4,0,4,src\race\FUN_06044060.s:6619 [branch]
0x06046D98,FUN_06046D98,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:6631 [branch]
0x06046E0E,FUN_06046E0E,global-FUN,tail-call,2,0,2,src\race\FUN_06044060.s:6080 [branch]
0x06046E64,FUN_06046E64,global-FUN,tail-call,2,0,2,src\race\FUN_06044060.s:6228 [branch]
0x06046EBC,FUN_06046EBC,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:6759 [branch]
0x06046FD4,FUN_06046FD4,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6763 [branch]
0x06047014,FUN_06047014,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6767 [branch]
0x0604708C,FUN_0604708C,global-FUN,real-call,0,0,0,
0x060470A8,FUN_060470A8,global-FUN,real-call,0,0,0,
0x060470C4,FUN_060470C4,global-FUN,real-call,0,0,0,
0x060470D6,FUN_060470D6,global-FUN,real-call,0,0,0,
0x060470EC,FUN_060470EC,global-FUN,real-call,0,0,0,
0x06047118,FUN_06047118,global-FUN,real-call,8,0,8,src\race\FUN_06044060.s:7120 [branch]
0x06047140,FUN_06047140,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:7211 [branch]
0x06047184,FUN_06047184,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6772 [branch]
0x060471F0,FUN_060471F0,global-FUN,real-call,0,0,0,
0x0604720C,FUN_0604720C,global-FUN,real-call,0,0,0,
0x06047228,FUN_06047228,global-FUN,real-call,0,0,0,
0x0604723A,FUN_0604723A,global-FUN,real-call,0,0,0,
0x06047250,FUN_06047250,global-FUN,real-call,0,0,0,
0x06047262,FUN_06047262,global-FUN,real-call,0,0,0,
0x0604727C,FUN_0604727C,global-FUN,real-call,8,0,8,src\race\FUN_06044060.s:7344 [branch]
0x0604728E,FUN_0604728E,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:7437 [branch]
0x060472CC,FUN_060472CC,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:6777 [branch]
0x06047548,FUN_06047548,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:6177 [branch]
0x06047588,FUN_06047588,global-FUN,tail-call,2,0,2,src\race\FUN_06044060.s:6099 [branch]
0x06047670,DAT_06047670,PROVIDE-alias,real-call,0,22,22,src\race\FUN_06029D8C.s:1798 [pool]
0x06047748,FUN_06047748,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:8280 [branch]
0x060477B4,DAT_060477B4,PROVIDE-alias,real-call,0,2,2,src\race\FUN_06044060.s:2749 [pool]
0x060477D6,FUN_060477D6,global-FUN,real-call,0,0,0,
0x060477FC,FUN_060477FC,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:8232 [branch]
0x0604796C,FUN_0604796C,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:8296 [branch]
0x06047986,FUN_06047986,global-FUN,real-call,1,0,1,src\race\FUN_06044060.s:8274 [branch]
0x060479D6,FUN_060479D6,global-FUN,real-call,0,1,1,src\race\FUN_06044060.s:2751 [pool]
0x06047A84,FUN_06047A84,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:8535 [branch]
0x06047AE0,FUN_06047AE0,global-FUN,real-call,2,0,2,src\race\FUN_06044060.s:8540 [branch]
0x06047B00,FUN_06047B00,global-FUN,real-call,3,0,3,src\race\FUN_06044060.s:8544 [branch]
0x06047B90,DAT_06047B90,PROVIDE-alias,isr-entered,0,1,1,src\race\FUN_06028000.s:2452 [pool]
0x06047D20,DAT_06047D20,PROVIDE-alias,real-call,0,25,25,src\race\FUN_0602B22C.s:10925 [pool]
0x06047D3C,FUN_06047D3C,global-FUN,real-call,0,25,25,src\race\FUN_0602B22C.s:10927 [pool]
0x06047D46,FUN_06047D46,global-FUN,isr-entered,1,0,1,src\race\FUN_06044060.s:8994 [branch]
0x06047D68,DAT_06047D68,PROVIDE-alias,real-call,0,3,3,src\race\FUN_0602B22C.s:16264 [pool]
0x06047DBC,DAT_06047DBC,PROVIDE-alias,real-call,0,3,3,src\race\FUN_0604025C.s:4018 [pool]
0x06047E0C,FUN_06047E0C,global-FUN,real-call,4,25,29,src\race\FUN_06047DF0.s:10 [branch]
0x06047F18,DAT_06047F18,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0602B22C.s:3691 [pool]
0x06048160,DAT_06048160,PROVIDE-alias,real-call,0,11,11,src\race\FUN_060351CC.s:792 [pool]
0x06048180,DAT_06048180,PROVIDE-alias,real-call,0,16,16,src\race\FUN_0602B22C.s:2279 [pool]
0x0604818C,DAT_0604818C,PROVIDE-alias,real-call,0,15,15,src\race\FUN_0602B22C.s:2277 [pool]
0x060481A8,DAT_060481A8,PROVIDE-alias,real-call,0,1,1,src\race\FUN_06042DC4.s:198 [pool]
0x060481FC,DAT_060481FC,PROVIDE-alias,real-call,0,3,3,src\race\FUN_06044060.s:1085 [pool]
0x06048278,FUN_06048278,global-FUN,real-call,0,4,4,src\race\FUN_06032E44.s:1637 [pool]
0x0604828C,FUN_0604828C,global-FUN,real-call,0,4,4,src\race\FUN_06032E44.s:1639 [pool]
0x060482A8,FUN_060482A8,global-FUN,real-call,2,0,2,src\race\FUN_06048278.s:11 [branch]
0x060482F8,DAT_060482F8,PROVIDE-alias,real-call,0,5,5,src\race\FUN_06032E44.s:1641 [pool]
0x0604C824,DAT_0604C824,PROVIDE-alias,real-call,0,2,2,src\race\FUN_060351CC.s:11408 [pool]
0x0604C88C,DAT_0604C88C,PROVIDE-alias,real-call,0,15,15,src\race\FUN_0602B22C.s:5740 [pool]
0x0604C954,DAT_0604C954,PROVIDE-alias,real-call,0,1,1,src\race\FUN_06042DC4.s:580 [pool]
0x0604CE64,DAT_0604CE64,PROVIDE-alias,real-call,0,6,6,src\race\FUN_0602B22C.s:8135 [pool]
0x0604CEF0,DAT_0604CEF0,PROVIDE-alias,real-call,0,6,6,src\race\FUN_0602B22C.s:8129 [pool]
0x0604CFE8,DAT_0604CFE8,PROVIDE-alias,real-call,0,6,6,src\race\FUN_0602B22C.s:8133 [pool]
0x0604D112,FUN_0604D112,global-FUN,tail-call,1,0,1,src\race\FUN_0604C76C.s:1139 [branch]
0x0604D380,FUN_0604D380,global-FUN,tail-call,0,1,1,src\race\FUN_060351CC.s:197 [pool]
0x0604D388,DAT_0604D388,PROVIDE-alias,tail-call,0,2,2,src\race\FUN_060351CC.s:407 [pool]
0x0604D46C,FUN_0604D46C,global-FUN,tail-call,0,4,4,src\race\FUN_060351CC.s:198 [pool]
0x0604D540,FUN_0604D540,global-FUN,tail-call,0,2,2,src\race\FUN_060351CC.s:200 [pool]
0x0604D580,FUN_0604D580,global-FUN,real-call,0,2,2,src\race\FUN_0604D380.s:47 [pool]
0x0604D6B8,DAT_0604D6B8,PROVIDE-alias,real-call,0,2,2,src\race\FUN_0604D380.s:49 [pool]
0x0604D758,DAT_0604D758,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0604D380.s:51 [pool]
0x0604D83C,DAT_0604D83C,PROVIDE-alias,real-call,0,2,2,src\race\FUN_0604D380.s:92 [pool]
0x0604D8E4,FUN_0604D8E4,global-FUN,tail-call,2,0,2,src\race\FUN_0604D380.s:740 [branch]
0x0604DAD8,DAT_0604DAD8,PROVIDE-alias,real-call,0,1,1,src\race\FUN_0604D380.s:94 [pool]
0x0604DB10,FUN_0604DB10,global-FUN,real-call,0,2,2,src\race\FUN_0604D380.s:96 [pool]
0x0604DC40,FUN_0604DC40,global-FUN,real-call,1,0,1,src\race\FUN_0604D380.s:1298 [branch]
0x0604DD04,FUN_0604DD04,global-FUN,real-call,0,1,1,src\race\FUN_0604D380.s:98 [pool]
0x0604DD34,DAT_0604DD34,PROVIDE-alias,real-call,0,1,1,src\race\FUN_060351CC.s:10270 [pool]
0x0604DE2C,FUN_0604DE2C,global-FUN,real-call,0,2,2,src\race\FUN_0604D380.s:1551 [pool]
