addr,name,symbol_class,runtime_tier,direct_callers,shifted_callers,shift_detail,verdict_hint
0x06044EF4,DAT_06044EF4,PROVIDE-alias,real-call,2,0,,has-direct-caller
0x06044F30,DAT_06044F30,PROVIDE-alias,real-call,11,0,,has-direct-caller
0x06045008,FUN_06045008,global-FUN,real-call,1,18,-2:18,has-direct-caller
0x06045080,FUN_06045080,global-FUN,real-call,4,29,-2:29,has-direct-caller
0x06045080,DAT_06045080,PROVIDE-alias,real-call,4,29,-2:29,has-direct-caller
0x060450F4,FUN_060450F4,global-FUN,real-call,1,20,-2:20,has-direct-caller
0x0604510C,FUN_0604510C,global-FUN,isr-entered,1,0,,has-direct-caller
0x060452D0,DAT_060452D0,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x06045368,FUN_06045368,global-FUN,real-call,2,0,,has-direct-caller
0x060453CC,FUN_060453CC,global-FUN,real-call,3,1,-4:1,has-direct-caller
0x060455E2,FUN_060455E2,global-FUN,real-call,1,0,,has-direct-caller
0x0604562C,FUN_0604562C,global-FUN,real-call,1,0,,has-direct-caller
0x06045650,FUN_06045650,global-FUN,real-call,2,0,,has-direct-caller
0x06045698,FUN_06045698,global-FUN,real-call,6,0,,has-direct-caller
0x060456AA,FUN_060456AA,global-FUN,real-call,0,5,-2:5,callsite-shifted
0x060456C8,DAT_060456C8,PROVIDE-alias,real-call,4,0,,has-direct-caller
0x060456CC,FUN_060456CC,global-FUN,real-call,4,4,-4:4,has-direct-caller
0x060457AA,FUN_060457AA,global-FUN,real-call,0,4,-2:4,callsite-shifted
0x060457DE,FUN_060457DE,global-FUN,real-call,0,26,-2:26,callsite-shifted
0x060457E4,FUN_060457E4,global-FUN,tail-call,1,26,-8:26,has-direct-caller
0x0604595A,FUN_0604595A,global-FUN,real-call,0,16,-2:16,callsite-shifted
0x060459C4,FUN_060459C4,global-FUN,real-call,6,0,,has-direct-caller
0x06045A2C,FUN_06045A2C,global-FUN,real-call,4,0,,has-direct-caller
0x06045A7E,FUN_06045A7E,global-FUN,real-call,2,0,,has-direct-caller
0x06045AC0,FUN_06045AC0,global-FUN,real-call,3,0,,has-direct-caller
0x06045ADC,FUN_06045ADC,global-FUN,real-call,3,0,,has-direct-caller
0x06045B10,FUN_06045B10,global-FUN,real-call,1,0,,has-direct-caller
0x06045B48,FUN_06045B48,global-FUN,real-call,1,0,,has-direct-caller
0x06045B74,FUN_06045B74,global-FUN,real-call,1,0,,has-direct-caller
0x06045BA0,FUN_06045BA0,global-FUN,real-call,1,0,,has-direct-caller
0x06045BC6,FUN_06045BC6,global-FUN,real-call,7,9,-2:9,has-direct-caller
0x06045C02,FUN_06045C02,global-FUN,tail-call,15,1,-2:1,has-direct-caller
0x06045C3C,FUN_06045C3C,global-FUN,real-call,6,0,,has-direct-caller
0x06045C9C,FUN_06045C9C,global-FUN,real-call,6,0,,has-direct-caller
0x06045CC2,DAT_06045CC2,PROVIDE-alias,isr-entered,1,0,,has-direct-caller
0x06045CCC,FUN_06045CCC,global-FUN,real-call,3,0,,has-direct-caller
0x06045D04,FUN_06045D04,global-FUN,real-call,3,0,,has-direct-caller
0x06045D3C,FUN_06045D3C,global-FUN,tail-call,2,0,,has-direct-caller
0x06045D80,FUN_06045D80,global-FUN,real-call,3,0,,has-direct-caller
0x06045DAA,FUN_06045DAA,global-FUN,tail-call,2,0,,has-direct-caller
0x06045E06,FUN_06045E06,global-FUN,real-call,6,0,,has-direct-caller
0x06045E44,FUN_06045E44,global-FUN,real-call,6,0,,has-direct-caller
0x06045EC8,FUN_06045EC8,global-FUN,tail-call,6,0,,has-direct-caller
0x060463E4,FUN_060463E4,global-FUN,real-call,2,0,,has-direct-caller
0x06046520,FUN_06046520,global-FUN,real-call,1,0,,has-direct-caller
0x06046602,FUN_06046602,global-FUN,real-call,4,0,,has-direct-caller
0x06046990,FUN_06046990,global-FUN,isr-entered,0,1,-4:1,callsite-shifted
0x06046A24,FUN_06046A24,global-FUN,isr-entered,0,1,-4:1,callsite-shifted
0x06046A90,FUN_06046A90,global-FUN,tail-call,1,0,,has-direct-caller
0x06046AE8,FUN_06046AE8,global-FUN,tail-call,1,0,,has-direct-caller
0x06046B3C,FUN_06046B3C,global-FUN,real-call,14,0,,has-direct-caller
0x06046B64,FUN_06046B64,global-FUN,real-call,2,0,,has-direct-caller
0x06046B70,FUN_06046B70,global-FUN,real-call,2,0,,has-direct-caller
0x06046B96,FUN_06046B96,global-FUN,tail-call,1,0,,has-direct-caller
0x06046BD4,FUN_06046BD4,global-FUN,real-call,4,0,,has-direct-caller
0x06046BF4,FUN_06046BF4,global-FUN,real-call,4,0,,has-direct-caller
0x06046C14,FUN_06046C14,global-FUN,real-call,2,0,,has-direct-caller
0x06046CD0,FUN_06046CD0,global-FUN,tail-call,1,0,,has-direct-caller
0x06046CF0,FUN_06046CF0,global-FUN,tail-call,1,0,,has-direct-caller
0x06046D10,FUN_06046D10,global-FUN,tail-call,2,0,,has-direct-caller
0x06046D30,FUN_06046D30,global-FUN,real-call,14,0,,has-direct-caller
0x06046D78,FUN_06046D78,global-FUN,real-call,4,0,,has-direct-caller
0x06046D98,FUN_06046D98,global-FUN,real-call,1,0,,has-direct-caller
0x06046E0E,FUN_06046E0E,global-FUN,tail-call,2,0,,has-direct-caller
0x06046E64,FUN_06046E64,global-FUN,tail-call,2,0,,has-direct-caller
0x06046EBC,FUN_06046EBC,global-FUN,real-call,1,0,,has-direct-caller
0x06046FD4,FUN_06046FD4,global-FUN,real-call,2,0,,has-direct-caller
0x06047014,FUN_06047014,global-FUN,real-call,2,0,,has-direct-caller
0x0604708C,FUN_0604708C,global-FUN,real-call,1,0,,has-direct-caller
0x060470A8,FUN_060470A8,global-FUN,real-call,1,0,,has-direct-caller
0x060470C4,FUN_060470C4,global-FUN,real-call,1,0,,has-direct-caller
0x060470D6,FUN_060470D6,global-FUN,real-call,1,0,,has-direct-caller
0x060470EC,FUN_060470EC,global-FUN,real-call,1,0,,has-direct-caller
0x06047118,FUN_06047118,global-FUN,real-call,8,0,,has-direct-caller
0x06047140,FUN_06047140,global-FUN,real-call,1,0,,has-direct-caller
0x06047184,FUN_06047184,global-FUN,real-call,2,0,,has-direct-caller
0x060471F0,FUN_060471F0,global-FUN,real-call,1,0,,has-direct-caller
0x0604720C,FUN_0604720C,global-FUN,real-call,1,0,,has-direct-caller
0x06047228,FUN_06047228,global-FUN,real-call,1,0,,has-direct-caller
0x0604723A,FUN_0604723A,global-FUN,real-call,1,0,,has-direct-caller
0x06047250,FUN_06047250,global-FUN,real-call,1,0,,has-direct-caller
0x06047262,FUN_06047262,global-FUN,real-call,1,0,,has-direct-caller
0x0604727C,FUN_0604727C,global-FUN,real-call,8,0,,has-direct-caller
0x0604728E,FUN_0604728E,global-FUN,real-call,1,0,,has-direct-caller
0x060472CC,FUN_060472CC,global-FUN,real-call,2,0,,has-direct-caller
0x06047548,FUN_06047548,global-FUN,real-call,1,0,,has-direct-caller
0x06047588,FUN_06047588,global-FUN,tail-call,2,0,,has-direct-caller
0x06047670,DAT_06047670,PROVIDE-alias,real-call,22,0,,has-direct-caller
0x06047748,FUN_06047748,global-FUN,real-call,2,0,,has-direct-caller
0x060477B4,DAT_060477B4,PROVIDE-alias,real-call,2,0,,has-direct-caller
0x060477D6,FUN_060477D6,global-FUN,real-call,0,2,-2:2,callsite-shifted
0x060477FC,FUN_060477FC,global-FUN,real-call,1,0,,has-direct-caller
0x0604796C,FUN_0604796C,global-FUN,real-call,3,0,,has-direct-caller
0x06047986,FUN_06047986,global-FUN,real-call,1,0,,has-direct-caller
0x060479D6,FUN_060479D6,global-FUN,real-call,1,0,,has-direct-caller
0x06047A84,FUN_06047A84,global-FUN,real-call,2,0,,has-direct-caller
0x06047AE0,FUN_06047AE0,global-FUN,real-call,2,0,,has-direct-caller
0x06047B00,FUN_06047B00,global-FUN,real-call,3,0,,has-direct-caller
0x06047B90,DAT_06047B90,PROVIDE-alias,isr-entered,1,0,,has-direct-caller
0x06047D20,DAT_06047D20,PROVIDE-alias,real-call,25,0,,has-direct-caller
0x06047D3C,FUN_06047D3C,global-FUN,real-call,25,0,,has-direct-caller
0x06047D46,FUN_06047D46,global-FUN,isr-entered,1,0,,has-direct-caller
0x06047D68,DAT_06047D68,PROVIDE-alias,real-call,3,0,,has-direct-caller
0x06047DBC,DAT_06047DBC,PROVIDE-alias,real-call,3,0,,has-direct-caller
0x06047E0C,FUN_06047E0C,global-FUN,real-call,29,0,,has-direct-caller
0x06047F18,DAT_06047F18,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x06048160,DAT_06048160,PROVIDE-alias,real-call,11,0,,has-direct-caller
0x06048180,DAT_06048180,PROVIDE-alias,real-call,16,0,,has-direct-caller
0x0604818C,DAT_0604818C,PROVIDE-alias,real-call,15,0,,has-direct-caller
0x060481A8,DAT_060481A8,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x060481FC,DAT_060481FC,PROVIDE-alias,real-call,3,0,,has-direct-caller
0x06048278,FUN_06048278,global-FUN,real-call,4,0,,has-direct-caller
0x0604828C,FUN_0604828C,global-FUN,real-call,4,0,,has-direct-caller
0x060482A8,FUN_060482A8,global-FUN,real-call,2,0,,has-direct-caller
0x060482F8,DAT_060482F8,PROVIDE-alias,real-call,5,0,,has-direct-caller
0x0604C824,DAT_0604C824,PROVIDE-alias,real-call,2,0,,has-direct-caller
0x0604C88C,DAT_0604C88C,PROVIDE-alias,real-call,15,0,,has-direct-caller
0x0604C954,DAT_0604C954,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x0604CE64,DAT_0604CE64,PROVIDE-alias,real-call,6,0,,has-direct-caller
0x0604CEF0,DAT_0604CEF0,PROVIDE-alias,real-call,6,0,,has-direct-caller
0x0604CFE8,DAT_0604CFE8,PROVIDE-alias,real-call,6,0,,has-direct-caller
0x0604D112,FUN_0604D112,global-FUN,tail-call,1,0,,has-direct-caller
0x0604D380,FUN_0604D380,global-FUN,tail-call,1,0,,has-direct-caller
0x0604D388,DAT_0604D388,PROVIDE-alias,tail-call,2,1,-8:1,has-direct-caller
0x0604D46C,FUN_0604D46C,global-FUN,tail-call,4,0,,has-direct-caller
0x0604D540,FUN_0604D540,global-FUN,tail-call,2,0,,has-direct-caller
0x0604D580,FUN_0604D580,global-FUN,real-call,2,0,,has-direct-caller
0x0604D6B8,DAT_0604D6B8,PROVIDE-alias,real-call,2,0,,has-direct-caller
0x0604D758,DAT_0604D758,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x0604D83C,DAT_0604D83C,PROVIDE-alias,real-call,2,0,,has-direct-caller
0x0604D8E4,FUN_0604D8E4,global-FUN,tail-call,2,0,,has-direct-caller
0x0604DAD8,DAT_0604DAD8,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x0604DB10,FUN_0604DB10,global-FUN,real-call,2,0,,has-direct-caller
0x0604DC40,FUN_0604DC40,global-FUN,real-call,1,0,,has-direct-caller
0x0604DD04,FUN_0604DD04,global-FUN,real-call,1,0,,has-direct-caller
0x0604DD34,DAT_0604DD34,PROVIDE-alias,real-call,1,0,,has-direct-caller
0x0604DE2C,FUN_0604DE2C,global-FUN,real-call,2,0,,has-direct-caller
