start,end,size,type,pinned_entry_tu,cdl_code_cs1,cdl_code_cs2,cdl_code_cs3,cdl_code_cs4,cdl_read_max,cdl_write_max,bp_attract,bp_threeseven,old_overlap,old_fn_count,old_sweep_dead_count,old_buckets,verdict,discrepancy
0x0603E45C,0x0603E471,22,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0603E472,0x0603E487,22,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603E488,0x0603E4A3,28,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603E4A4,0x0603E60B,360,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603E60C,0x0603E773,360,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B5,RETAIL_DEAD,
0x0603E774,0x0603E7AF,60,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603E7B0,0x0603E913,356,code,0,0,0,0,0,0,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603E914,0x0603E951,62,code,0,0,0,0,0,0,0,1,1,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603E952,0x0603E9A3,82,code,0,0,0,0,0,0,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603E9A4,0x0603E9E1,62,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x0603E9E2,0x0603EA6B,138,code,0,0,0,0,0,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x0603EA6C,0x0603EAA9,62,code,0,0,0,0,0,0,0,1,1,MERGED,2,1,B1,RETAIL_LIVE,
0x0603EAAA,0x0603EBE1,312,code,0,0,0,0,0,0,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603EBE2,0x0603EC3F,94,code,0,0,0,0,0,0,0,1,3,MULTI_MISMATCH,2,1,B5,RETAIL_LIVE,
0x0603EC40,0x0603EC53,20,code,0,0,0,0,0,0,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603EC54,0x0603EC85,50,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603EC86,0x0603ECEF,106,code,0,0,0,0,0,0,0,7,7,MERGED,2,0,,RETAIL_LIVE,
0x0603ECF0,0x0603ED5B,108,code,0,0,0,0,0,0,0,1,5,MERGED,2,1,B5,RETAIL_LIVE,
0x0603ED5C,0x0603ED91,54,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x0603ED92,0x0603EDC7,54,code,0,0,0,0,0,0,0,1,1,MERGED,2,1,B1,RETAIL_LIVE,
0x0603EDC8,0x0603EE33,108,code,0,0,0,0,0,0,0,5,5,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603EE34,0x0603EE47,20,code,0,0,0,0,0,0,0,4,4,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x0603EE48,0x0603EE63,28,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603EE64,0x0603EEBB,88,code,0,0,0,0,0,0,0,2,5,EXACT,1,0,,RETAIL_LIVE,
0x0603EEBC,0x0603F03B,384,code,0,0,0,0,0,0,0,4,12,MERGED,2,0,,RETAIL_LIVE,
0x0603F03C,0x0603F053,24,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B5,RETAIL_DEAD,
0x0603F054,0x0603F0B3,96,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603F0B4,0x0603F10D,90,code,0,0,0,0,0,0,0,0,5,MERGED,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603F10E,0x0603F131,36,code,0,0,0,0,0,0,0,3,4,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603F132,0x0603F165,52,code,0,0,0,0,0,0,0,3,3,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x0603F166,0x0603F457,754,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0603F458,0x0603F4AF,88,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0603F4B0,0x0603F4BD,14,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0603F4BE,0x0603F503,70,code,0,0,0,0,0,0,0,0,2,MULTI_MISMATCH,2,2,B1+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603F504,0x0603F533,48,code,0,0,0,0,0,0,0,0,5,MERGED,3,3,B1+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603F534,0x0603F58B,88,code,0,0,0,0,0,0,0,4,5,MERGED,2,0,,RETAIL_LIVE,
0x0603F58C,0x0603F5FD,114,code,0,0,0,0,0,0,0,0,3,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603F5FE,0x0603F61B,30,code,0,0,0,0,0,0,0,0,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603F61C,0x0603F6BD,162,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603F6BE,0x0603F6F7,58,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x0603F6F8,0x0603F75B,100,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0603F75C,0x0603F76F,20,code,0,0,0,0,0,0,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603F770,0x0603F7B7,72,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603F7B8,0x0603F99B,484,code,0,0,0,0,0,0,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603F99C,0x0603F9E7,76,code,0,0,0,0,0,0,0,4,4,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x0603F9E8,0x0603FA1D,54,code,0,0,0,0,0,0,0,3,3,MERGED,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FA1E,0x0603FA53,54,code,0,0,0,0,0,0,0,1,1,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FA54,0x0603FAA7,84,code,0,0,0,0,0,0,0,3,3,MERGED,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FAA8,0x0603FABD,22,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FABE,0x0603FAD3,22,code,0,0,0,0,0,0,0,2,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FAD4,0x0603FAE9,22,code,0,0,0,0,0,0,0,1,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FAEA,0x0603FBCF,230,code,0,0,0,0,0,0,0,0,6,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FBD0,0x0603FBFB,44,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FBFC,0x0603FC0F,20,code,0,0,0,0,0,0,0,1,1,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FC10,0x0603FC6F,96,code,0,0,0,0,0,0,0,3,3,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603FC70,0x0603FC83,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x0603FC84,0x0603FCC3,64,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1+B5,RETAIL_DEAD,
0x0603FCC4,0x0603FCEF,44,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x0603FCF0,0x0603FD07,24,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x0603FD08,0x0603FD1F,24,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x0603FD20,0x0603FDD7,184,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603FDD8,0x0603FE93,188,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603FE94,0x0603FEE7,84,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603FEE8,0x0603FF47,96,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0603FF48,0x0603FF63,28,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0603FF64,0x0603FFBB,88,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_DEAD,
0x0603FFBC,0x0603FFCF,20,code,0,0,0,0,0,0,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0603FFD0,0x06040017,72,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06040018,0x0604002B,20,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_DEAD,
0x0604002C,0x0604006B,64,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604006C,0x0604007F,20,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1+B5,RETAIL_DEAD,
0x06040080,0x060400AD,46,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060400AE,0x060400C3,22,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x060400C4,0x060400F7,52,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060400F8,0x0604016B,116,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604016C,0x0604025B,240,code,0,0,0,0,0,0,0,5,5,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604025C,0x0604027F,36,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06040280,0x06040417,408,code,0,0,0,0,0,0,0,0,3,MERGED,2,0,,RETAIL_LIVE,
0x06040418,0x0604047F,104,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06040480,0x060405CB,332,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060405CC,0x060405F7,44,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060405F8,0x060407D3,476,code,0,294,294,294,296,72,0,6,6,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x060407D4,0x0604085F,140,code,0,82,82,82,82,28,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06040860,0x06040A63,516,code,0,160,158,124,156,144,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06040A64,0x06040A7D,26,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06040A7E,0x06040B8B,270,code,0,4,4,0,4,12,0,1,1,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06040B8C,0x06040CEF,356,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x06040CF0,0x06040DA7,184,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06040DA8,0x06040DCB,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06040DCC,0x06040E1B,80,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x06040E1C,0x06040E7F,100,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_DEAD,
0x06040E80,0x06041003,388,code,0,12,12,12,12,2,0,3,3,MULTI_MISMATCH,4,3,B1,RETAIL_LIVE,
0x06041004,0x06041019,22,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0604101A,0x060410B1,152,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060410B2,0x0604148B,986,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x0604148C,0x060416F1,614,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060416F2,0x0604177B,138,code,0,52,52,52,52,24,0,1,1,EXACT,1,0,,RETAIL_LIVE,
0x0604177C,0x0604208B,2320,code,0,304,226,578,322,130,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0604208C,0x060423DB,848,code,0,84,158,258,320,58,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060423DC,0x06042453,120,code,0,114,114,114,114,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06042454,0x060424B7,100,code,0,0,84,84,0,10,0,1,1,EXACT,1,0,,RETAIL_LIVE,
0x060424B8,0x06042529,114,code,0,0,0,104,104,0,0,0,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604252A,0x0604256B,66,code,0,0,38,0,0,12,0,0,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604256C,0x060425DB,112,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060425DC,0x0604264B,112,code,0,68,68,68,68,12,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0604264C,0x06042997,844,code,0,130,130,130,130,32,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06042998,0x060429CD,54,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060429CE,0x06042AF7,298,code,0,0,172,0,0,18,0,0,0,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042AF8,0x06042B73,124,code,0,0,102,0,0,16,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042B74,0x06042C63,240,code,0,0,148,0,0,42,0,0,0,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042C64,0x06042CE3,128,code,0,0,42,0,0,10,0,0,0,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042CE4,0x06042DC3,224,code,0,0,168,0,0,46,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042DC4,0x06042DF7,52,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042DF8,0x06042F2B,308,code,0,0,0,0,0,0,0,0,3,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06042F2C,0x0604310F,484,code,0,0,0,0,0,0,0,0,3,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043110,0x06043177,104,code,0,0,0,0,0,0,0,0,3,MULTI_MISMATCH,2,1,B1,RETAIL_LIVE,
0x06043178,0x060431BB,68,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060431BC,0x060431C5,10,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060431C6,0x060431F7,50,code,0,0,0,0,0,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060431F8,0x06043383,396,code,0,308,308,300,308,22,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06043384,0x060433EF,108,code,0,66,66,66,66,36,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060433F0,0x0604345F,112,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06043460,0x060434CF,112,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060434D0,0x0604362F,352,code,0,128,0,0,0,210,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043630,0x060436CF,160,code,0,0,94,0,0,44,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060436D0,0x06043747,120,code,0,0,0,70,0,34,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043748,0x0604380F,200,code,0,0,0,124,0,50,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043810,0x06043853,68,code,0,0,0,36,0,22,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043854,0x060438C7,116,code,0,0,0,0,70,30,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060438C8,0x06043933,108,code,0,0,0,0,66,30,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043934,0x0604398B,88,code,0,0,0,0,60,16,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604398C,0x060439F3,104,code,0,0,58,0,0,36,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060439F4,0x06043B03,272,code,0,18,30,80,12,40,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06043B04,0x06043B87,132,code,0,82,82,82,82,28,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06043B88,0x06043C1F,152,code,0,0,74,0,0,64,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_LIVE,
0x06043C20,0x06043CCB,172,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06043CCC,0x06043F0F,580,code,0,0,0,0,0,0,0,0,3,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043F10,0x06043F23,20,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06043F24,0x0604405F,316,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06044060,0x060440DF,128,code,0,72,72,72,72,28,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060440E0,0x06044137,88,code,0,62,62,62,62,16,0,0,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06044138,0x06044343,524,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06044344,0x06044587,580,code,0,306,306,306,306,24,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06044588,0x0604465F,216,code,0,0,0,0,0,32,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044660,0x0604469D,62,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604469E,0x060446F3,86,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060446F4,0x06044787,148,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06044788,0x06044833,172,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06044834,0x06044847,20,code,0,18,18,18,18,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06044848,0x0604499F,344,code,0,92,92,92,92,36,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x060449A0,0x06044A99,250,code,0,168,168,168,168,32,0,0,3,MERGED,3,1,B1,RETAIL_LIVE,
0x06044A9A,0x06044B1F,134,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06044B20,0x06044BCB,172,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06044BCC,0x06044D63,408,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06044D64,0x06044D73,16,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06044D74,0x06044DA7,52,code,0,42,42,42,42,4,0,4,4,MERGED,2,0,,RETAIL_LIVE,
0x06044DA8,0x06044DB7,16,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06044DB8,0x06044DEF,56,code,0,52,52,52,52,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044DF0,0x06044DF3,4,code,0,2,2,2,2,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044DF4,0x06044E27,52,code,0,50,50,50,50,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044E28,0x06044E3B,20,code,0,16,16,16,16,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06044E3C,0x06044E5F,36,code,0,34,34,34,34,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044E60,0x06044E83,36,code,0,0,0,34,0,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044E84,0x06044EAB,40,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044EAC,0x06044ED3,40,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044ED4,0x06044EF3,32,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044EF4,0x06044F13,32,code,0,26,26,26,26,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044F14,0x06044F2F,28,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044F30,0x06044F63,52,code,0,46,46,46,46,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06044F64,0x06044F7F,28,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044F80,0x06044F9B,28,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044F9C,0x06044FB3,24,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044FB4,0x06044FC7,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044FC8,0x06044FDB,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044FDC,0x06044FEF,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06044FF0,0x0604505F,112,code,0,86,86,86,86,0,0,5,5,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x06045060,0x060450D5,118,code,0,86,86,86,86,8,0,4,4,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x060450D6,0x06045153,126,code,0,82,82,82,82,16,0,4,4,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x06045154,0x06045197,68,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045198,0x060451A9,18,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060451AA,0x060451BB,18,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060451BC,0x060451F7,60,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x060451F8,0x06045217,32,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x06045218,0x06045237,32,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
0x06045238,0x060452CF,152,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_DEAD,
0x060452D0,0x060452EF,32,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060452F0,0x06045317,40,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06045318,0x0604533F,40,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06045340,0x06045367,40,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06045368,0x060453B7,80,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x060453B8,0x0604556B,436,code,0,0,0,0,0,0,0,2,2,MERGED,3,2,B1,RETAIL_LIVE,
0x0604556C,0x0604559B,48,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604559C,0x060455CF,52,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060455D0,0x060455E1,18,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060455E2,0x06045613,50,code,0,8,8,8,8,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06045614,0x0604561F,12,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
