start,end,size,type,pinned_entry_tu,cdl_code_cs1,cdl_code_cs2,cdl_code_cs3,cdl_code_cs4,cdl_read_max,cdl_write_max,bp_attract,bp_threeseven,old_overlap,old_fn_count,old_sweep_dead_count,old_buckets,verdict,discrepancy
0x06031B0C,0x06031B83,120,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06031B84,0x06031BCD,74,code,0,0,0,0,0,0,0,0,1,MULTI_MISMATCH,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06031BCE,0x06031BE1,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06031BE2,0x06031C83,162,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06031C84,0x06031CC1,62,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06031CC2,0x06031DF9,312,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06031DFA,0x06031F2B,306,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06031F2C,0x0603200F,228,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06032010,0x0603209B,140,code,0,0,0,0,0,0,0,3,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603209C,0x0603229F,516,code,0,0,0,0,0,0,0,1,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060322A0,0x0603234B,172,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603234C,0x060324E7,412,code,0,310,310,310,310,56,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x060324E8,0x0603252B,68,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603252C,0x06032673,328,code,0,0,0,0,0,0,0,0,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06032674,0x060328BB,584,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060328BC,0x06032917,92,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06032918,0x06032AAF,408,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06032AB0,0x06032BAB,252,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06032BAC,0x06032DC7,540,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06032DC8,0x06032E13,76,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x06032E14,0x06032E43,48,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06032E44,0x060330AF,620,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060330B0,0x0603310F,96,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06033110,0x060332A3,404,code,0,0,0,0,0,0,0,0,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060332A4,0x0603336B,200,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603336C,0x0603344D,226,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603344E,0x0603353B,238,code,0,0,0,0,0,0,0,0,1,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603353C,0x060335B3,120,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060335B4,0x060335E3,48,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060335E4,0x06033655,114,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06033656,0x060336C7,114,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060336C8,0x060336F9,50,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060336FA,0x06033717,30,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06033718,0x0603382F,280,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06033830,0x0603396F,320,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06033970,0x06033A77,264,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06033A78,0x06033AAB,52,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x06033AAC,0x06033AF9,78,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06033AFA,0x06033B2D,52,code,0,0,0,0,0,0,0,1,2,EXACT,1,0,,RETAIL_LIVE,
0x06033B2E,0x06033B61,52,code,0,0,0,0,0,0,0,0,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06033B62,0x06033BD5,116,code,0,0,0,0,0,0,0,0,2,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x06033BD6,0x06033CBD,232,code,0,0,0,0,0,0,0,0,1,MULTI_MISMATCH,2,1,B1,RETAIL_LIVE,
0x06033CBE,0x06033DC7,266,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06033DC8,0x0603447F,1720,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034480,0x060345B5,310,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060345B6,0x060345FF,74,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06034600,0x06034647,72,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06034648,0x0603468D,70,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0603468E,0x060346E7,90,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060346E8,0x06034737,80,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034738,0x06034833,252,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034834,0x060348AD,122,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060348AE,0x06034903,86,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034904,0x060349C7,196,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060349C8,0x06034A55,142,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06034A56,0x06034A9F,74,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06034AA0,0x06034BA1,258,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034BA2,0x06034C67,198,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,3,B1,RETAIL_DEAD,
0x06034C68,0x06034C6F,8,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06034C70,0x06034CEB,124,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06034CEC,0x06034D31,70,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06034D32,0x06034D8F,94,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06034D90,0x06034F3B,428,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06034F3C,0x060351CB,656,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x060351CC,0x060352E7,284,code,0,88,88,88,88,24,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060352E8,0x0603549F,440,code,0,36,36,36,36,14,0,6,6,MULTI_MISMATCH,3,2,B1+B5,RETAIL_LIVE,
0x060354A0,0x06035623,388,code,0,292,294,292,292,60,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035624,0x0603574F,300,code,0,204,204,198,208,34,0,4,12,MERGED,3,3,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035750,0x06035903,436,code,0,212,308,312,292,40,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035904,0x06035B0D,522,code,0,438,462,462,462,40,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035B0E,0x06035B2F,34,code,0,32,32,22,32,0,0,1,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035B30,0x06035C57,296,code,0,194,194,194,194,82,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035C58,0x06035C97,64,code,0,46,46,46,46,14,0,0,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035C98,0x06035EE7,592,code,0,446,450,450,450,86,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035EE8,0x06035F47,96,code,0,82,82,78,82,8,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06035F48,0x0603631B,980,code,0,684,686,716,716,124,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603631C,0x060366EB,976,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B3,RETAIL_DEAD,
0x060366EC,0x06036763,120,code,0,98,98,98,98,18,0,2,2,NEW_INSIDE_OLD,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036764,0x0603678F,44,code,0,0,0,0,0,2,0,0,0,MULTI_MISMATCH,2,2,B1+B3,RETAIL_DEAD,
0x06036790,0x060368D3,324,code,0,94,240,238,238,62,0,5,6,MERGED,3,3,B3+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060368D4,0x06036913,64,code,0,46,46,46,46,8,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036914,0x06036947,52,code,0,50,50,50,50,0,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036948,0x0603698F,72,code,0,68,68,68,68,0,0,1,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036990,0x06036A6F,224,code,0,206,206,206,206,10,0,5,5,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036A70,0x06036AA7,56,code,0,40,40,40,40,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06036AA8,0x06036B5F,184,code,0,144,144,144,144,16,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x06036B60,0x06036BB7,88,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x06036BB8,0x06036CEB,308,code,0,258,258,258,258,38,0,3,3,MULTI_MISMATCH,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036CEC,0x06036D51,102,code,0,66,66,66,66,8,0,0,3,MULTI_MISMATCH,2,2,B3+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036D52,0x06036D7B,42,code,0,32,32,32,32,0,0,0,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036D7C,0x06036DA5,42,code,0,0,0,0,0,0,0,0,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036DA6,0x06036E6B,198,code,0,0,0,0,0,20,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06036E6C,0x06036E8F,36,code,0,28,28,0,28,0,0,2,2,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036E90,0x06036EB3,36,code,0,0,0,0,0,0,0,1,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036EB4,0x06036F3F,140,code,0,0,0,0,0,16,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06036F40,0x06036FDD,158,code,0,42,42,42,42,14,0,0,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06036FDE,0x06037049,108,code,0,82,82,82,82,14,0,0,3,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603704A,0x0603709F,86,code,0,66,66,66,66,16,0,0,2,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060370A0,0x060371FF,352,code,0,214,222,214,214,62,0,0,11,MULTI_MISMATCH,3,3,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037200,0x06037363,356,code,0,0,0,0,0,0,0,0,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037364,0x0603740D,170,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x0603740E,0x06037441,52,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06037442,0x06037483,66,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06037484,0x060374F1,110,code,0,66,66,0,66,8,0,3,3,MULTI_MISMATCH,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060374F2,0x06037591,160,code,0,42,42,0,42,14,0,1,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037592,0x060375F5,100,code,0,76,76,0,76,16,0,3,3,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x060375F6,0x06037653,94,code,0,38,38,0,38,18,0,1,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037654,0x06037B97,1348,code,0,522,742,686,774,104,0,5,15,MULTI_MISMATCH,3,3,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037B98,0x06037BF7,96,code,0,82,82,82,82,0,0,0,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06037BF8,0x06037D57,352,code,0,0,0,0,0,30,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06037D58,0x06037D73,28,code,0,14,24,24,24,0,0,1,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06037D74,0x06037E27,180,code,0,16,16,16,16,8,2,1,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06037E28,0x060384C3,1692,code,0,534,534,370,534,112,0,8,13,EXACT,1,0,,RETAIL_LIVE,
0x060384C4,0x060385CD,266,code,0,232,232,232,232,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x060385CE,0x060386D7,266,code,0,128,128,174,128,72,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060386D8,0x06038A81,938,code,0,768,768,748,774,62,0,2,2,EXACT,1,1,B3,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06038A82,0x06038BC3,322,code,0,146,146,146,146,36,0,3,3,MERGED,2,2,B2+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06038BC4,0x06038C63,160,code,0,0,0,0,0,0,0,3,3,MERGED,2,2,B1+B2,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06038C64,0x06038DD7,372,code,0,242,242,220,242,36,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06038DD8,0x06039013,572,code,0,220,250,192,262,28,0,3,3,MERGED,2,2,B2+B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06039014,0x0603910F,252,code,0,212,208,208,208,18,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x06039110,0x06039201,242,code,0,90,90,90,90,14,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06039202,0x06039389,392,code,0,0,0,0,0,6,0,1,1,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603938A,0x060394A7,286,code,0,68,68,68,68,16,0,2,2,MERGED,2,1,B1,RETAIL_LIVE,
0x060394A8,0x0603976B,708,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603976C,0x06039951,486,code,0,92,92,92,92,24,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06039952,0x06039AA3,338,code,0,108,122,0,108,18,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06039AA4,0x06039B8F,236,code,0,48,48,48,48,0,0,3,3,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06039B90,0x06039BE3,84,code,0,34,34,34,34,16,0,0,3,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06039BE4,0x06039DCB,488,code,0,256,376,376,376,40,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06039DCC,0x06039ED7,268,code,0,80,80,80,80,16,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06039ED8,0x0603A1A3,716,code,0,156,156,156,156,22,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603A1A4,0x0603A545,930,code,0,0,0,0,0,0,0,0,4,NEW_INSIDE_OLD,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603A546,0x0603A613,206,code,0,0,0,0,0,0,0,0,4,MULTI_MISMATCH,3,2,B1,RETAIL_LIVE,
0x0603A614,0x0603A64F,60,code,0,56,56,56,56,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0603A650,0x0603A69F,80,code,0,0,0,0,0,0,0,1,2,EXACT,1,0,,RETAIL_LIVE,
0x0603A6A0,0x0603A6BB,28,code,0,0,0,0,0,0,0,0,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603A6BC,0x0603A783,200,code,0,0,0,0,0,10,0,0,3,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603A784,0x0603AB13,912,code,0,0,0,0,0,0,0,0,7,MULTI_MISMATCH,3,3,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603AB14,0x0603AB65,82,code,0,0,0,0,0,0,0,0,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603AB66,0x0603AEFF,922,code,0,0,0,0,0,0,0,0,4,MULTI_MISMATCH,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603AF00,0x0603B247,840,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,3,B1+B5,RETAIL_DEAD,
0x0603B248,0x0603B6FB,1204,code,0,0,0,0,0,0,0,0,11,MULTI_MISMATCH,5,5,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603B6FC,0x0603B93F,580,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603B940,0x0603B979,58,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603B97A,0x0603BF9F,1574,code,0,0,0,0,0,0,0,23,0,MERGED,7,7,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603BFA0,0x0603BFE7,72,code,0,0,0,0,0,0,0,4,0,MERGED,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603BFE8,0x0603BFFD,22,code,0,0,0,0,0,0,0,1,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603BFFE,0x0603C093,150,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603C094,0x0603C1A9,278,code,0,0,0,0,0,0,0,2,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603C1AA,0x0603C273,202,code,0,0,0,0,0,0,0,4,0,MULTI_MISMATCH,2,2,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603C274,0x0603C2BB,72,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603C2BC,0x0603C303,72,code,0,0,0,0,0,0,0,2,0,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603C304,0x0603C337,52,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603C338,0x0603C46B,308,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603C46C,0x0603C5CB,352,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603C5CC,0x0603C69F,212,code,0,108,108,68,108,20,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x0603C6A0,0x0603C795,246,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603C796,0x0603C96B,470,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603C96C,0x0603C993,40,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603C994,0x0603CC67,724,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603CC68,0x0603CD31,202,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603CD32,0x0603CDD7,166,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603CDD8,0x0603CE87,176,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x0603CE88,0x0603D0C9,578,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603D0CA,0x0603D4CD,1028,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603D4CE,0x0603D557,138,code,0,0,0,0,0,0,0,4,4,MERGED,3,0,,RETAIL_LIVE,
0x0603D558,0x0603D6E3,396,code,0,0,0,0,0,0,0,3,3,MERGED,2,0,,RETAIL_LIVE,
0x0603D6E4,0x0603D97F,668,code,0,0,0,0,0,0,0,0,0,MERGED,2,2,B1,RETAIL_DEAD,
0x0603D980,0x0603DA51,210,code,0,0,0,0,0,0,0,3,0,MULTI_MISMATCH,2,1,B1,RETAIL_LIVE,
0x0603DA52,0x0603DA77,38,code,0,0,0,0,0,0,0,1,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0603DA78,0x0603DAEB,116,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0603DAEC,0x0603DB11,38,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0603DB12,0x0603DB9B,138,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0603DB9C,0x0603DC9B,256,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603DC9C,0x0603DD17,124,code,0,0,0,0,0,0,0,3,3,MERGED,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603DD18,0x0603DDAD,150,code,0,0,0,0,0,0,0,1,1,EXACT,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603DDAE,0x0603DE67,186,code,0,0,0,0,0,0,0,2,3,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603DE68,0x0603DEBB,84,code,0,0,0,0,0,0,0,1,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603DEBC,0x0603DEFB,64,code,0,0,0,0,0,0,0,0,1,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603DEFC,0x0603DF27,44,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x0603DF28,0x0603DF83,92,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603DF84,0x0603E0B9,310,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603E0BA,0x0603E14B,146,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0603E14C,0x0603E33F,500,code,0,0,0,0,0,0,0,2,2,EXACT,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603E340,0x0603E393,84,code,0,0,0,0,0,0,0,4,4,MULTI_MISMATCH,2,2,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0603E394,0x0603E3E7,84,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B5,RETAIL_DEAD,
0x0603E3E8,0x0603E45B,116,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,2,2,B1,RETAIL_DEAD,
