runtime_addr,name,size,category,n_alive_tracks,cs1_dino_canyon,cs2_seaside,cs3_track4,cs4_track5
0x06046E64,FUN_0601EE64,88,TRACK_PARTIAL,2,0,74,0,58
0x06046EBC,FUN_0601EEBC,280,TRACK_AGNOSTIC,4,266,266,266,266
0x06046FD4,FUN_0601EFD4,64,TRACK_AGNOSTIC,4,62,62,62,62
0x06047014,FUN_0601F014,120,TRACK_AGNOSTIC,4,80,80,80,80
0x0604708C,FUN_0601F08C,28,TRACK_AGNOSTIC,4,24,24,24,24
0x060470A8,FUN_0601F0A8,28,TRACK_AGNOSTIC,4,24,24,24,24
0x060470C4,FUN_0601F0C4,18,TRACK_AGNOSTIC,4,14,14,14,14
0x060470D6,FUN_0601F0D6,22,TRACK_DEAD,0,0,0,0,0
0x060470EC,FUN_0601F0EC,18,TRACK_AGNOSTIC,4,14,14,14,14
0x060470FE,FUN_0601F0FE,26,TRACK_AGNOSTIC,4,2,18,2,2
0x06047118,FUN_0601F118,40,TRACK_AGNOSTIC,4,36,36,36,36
0x06047140,FUN_0601F140,68,TRACK_AGNOSTIC,4,60,60,60,60
0x06047184,FUN_0601F184,108,TRACK_AGNOSTIC,4,68,68,68,68
0x060471F0,FUN_0601F1F0,28,TRACK_AGNOSTIC,4,24,24,24,24
0x0604720C,FUN_0601F20C,28,TRACK_AGNOSTIC,4,24,24,24,24
0x06047228,FUN_0601F228,18,TRACK_AGNOSTIC,4,14,14,14,14
0x0604723A,FUN_0601F23A,22,TRACK_AGNOSTIC,4,16,16,16,16
0x06047250,FUN_0601F250,18,TRACK_AGNOSTIC,4,14,14,14,14
0x06047262,FUN_0601F262,26,TRACK_AGNOSTIC,4,18,18,18,18
0x0604727C,FUN_0601F27C,18,TRACK_AGNOSTIC,4,14,14,14,14
0x0604728E,FUN_0601F28E,62,TRACK_AGNOSTIC,4,54,54,54,54
0x060472CC,FUN_0601F2CC,102,TRACK_AGNOSTIC,4,62,62,62,62
0x06047332,FUN_0601F332,72,TRACK_AGNOSTIC,4,68,68,68,68
0x0604737A,FUN_0601F37A,80,TRACK_AGNOSTIC,4,70,70,70,70
0x060473CA,FUN_0601F3CA,74,TRACK_AGNOSTIC,4,70,70,70,70
0x06047414,FUN_0601F414,76,TRACK_PARTIAL,2,0,68,68,0
0x06047460,FUN_0601F460,116,TRACK_DEAD,0,0,0,0,0
0x060474D4,FUN_0601F4D4,180,TRACK_AGNOSTIC,4,34,34,34,34
0x06047588,FUN_0601F588,448,TRACK_AGNOSTIC,4,310,310,310,310
0x06047748,FUN_0601F748,40,TRACK_AGNOSTIC,4,34,34,34,34
0x06047770,FUN_0601F770,100,TRACK_DEAD,0,0,0,0,0
0x060477D4,FUN_0601F7D4,2,TRACK_DEAD,0,0,0,0,0
0x060477D6,FUN_0601F7D6,38,TRACK_AGNOSTIC,4,36,36,36,36
0x060477FC,FUN_0601F7FC,106,TRACK_AGNOSTIC,4,92,92,92,92
0x06047866,FUN_0601F866,180,TRACK_AGNOSTIC,4,26,26,26,26
0x0604791A,FUN_0601F91A,82,TRACK_DEAD,0,0,0,0,0
0x0604796C,FUN_0601F96C,26,TRACK_AGNOSTIC,4,22,22,22,22
0x06047986,FUN_0601F986,26,TRACK_AGNOSTIC,4,14,14,14,14
0x060479A0,FUN_0601F9A0,54,TRACK_DEAD,0,0,0,0,0
0x060479D6,FUN_0601F9D6,50,TRACK_DEAD,0,0,0,0,0
0x06047A08,FUN_0601FA08,124,TRACK_DEAD,0,0,0,0,0
0x06047A84,FUN_0601FA84,92,TRACK_DEAD,0,0,0,0,0
0x06047AE0,FUN_0601FAE0,32,TRACK_DEAD,0,0,0,0,0
0x06047B00,FUN_0601FB00,52,TRACK_DEAD,0,0,0,0,0
0x06047B34,FUN_0601FB34,520,TRACK_AGNOSTIC,4,90,90,90,90
0x06047D3C,FUN_0601FD3C,180,TRACK_AGNOSTIC,4,40,40,102,40
0x06047DF0,FUN_0601FDF0,28,TRACK_DEAD,0,0,0,0,0
0x06047E0C,FUN_0601FE0C,156,TRACK_AGNOSTIC,4,106,106,106,106
0x06047EA8,FUN_0601FEA8,72,TRACK_DEAD,0,0,0,0,0
0x06047EF0,FUN_0601FEF0,352,TRACK_AGNOSTIC,4,54,54,54,54
0x06048050,FUN_06020050,12,TRACK_DEAD,0,0,0,0,0
0x0604805C,FUN_0602005C,104,TRACK_DEAD,0,0,0,0,0
0x060480C4,FUN_060200C4,18,TRACK_DEAD,0,0,0,0,0
0x060480D6,FUN_060200D6,418,TRACK_AGNOSTIC,4,122,122,122,122
0x06048278,FUN_06020278,20,TRACK_DEAD,0,0,0,0,0
0x0604828C,FUN_0602028C,28,TRACK_DEAD,0,0,0,0,0
0x060482A8,FUN_060202A8,17604,TRACK_DEAD,0,0,0,0,0
0x0604C76C,FUN_0602476C,2154,TRACK_AGNOSTIC,4,380,380,354,380
0x0604CFD6,FUN_06024FD6,8,TRACK_DEAD,0,0,0,0,0
0x0604CFDE,FUN_06024FDE,46,TRACK_AGNOSTIC,4,34,34,34,34
0x0604D00C,FUN_0602500C,884,TRACK_AGNOSTIC,4,232,232,232,232
0x0604D380,FUN_06025380,236,TRACK_AGNOSTIC,4,118,118,118,118
0x0604D46C,FUN_0602546C,180,TRACK_DEAD,0,0,0,0,0
0x0604D520,FUN_06025520,32,TRACK_DEAD,0,0,0,0,0
0x0604D540,FUN_06025540,48,TRACK_DEAD,0,0,0,0,0
0x0604D570,FUN_06025570,16,TRACK_PARTIAL,3,10,10,0,10
0x0604D580,FUN_06025580,852,TRACK_AGNOSTIC,4,506,500,498,500
0x0604D8D4,FUN_060258D4,120,TRACK_AGNOSTIC,4,84,84,84,84
0x0604D94C,FUN_0602594C,452,TRACK_AGNOSTIC,4,26,26,26,26
0x0604DB10,FUN_06025B10,304,TRACK_AGNOSTIC,4,254,254,254,254
0x0604DC40,FUN_06025C40,196,TRACK_AGNOSTIC,4,84,84,84,84
0x0604DD04,FUN_06025D04,66,TRACK_AGNOSTIC,4,56,56,56,56
0x0604DD46,FUN_06025D46,4,TRACK_AGNOSTIC,4,4,4,4,4
0x0604DD4A,FUN_06025D4A,226,TRACK_AGNOSTIC,4,94,94,94,94
0x0604DE2C,FUN_06025E2C,110,TRACK_DEAD,0,0,0,0,0
0x0604DE9A,FUN_06025E9A,100,TRACK_DEAD,0,0,0,0,0
0x0604DEFE,FUN_06025EFE,4,TRACK_DEAD,0,0,0,0,0
0x0604DF02,FUN_06025F02,318,TRACK_DEAD,0,0,0,0,0
0x0604E040,FUN_06026040,90,TRACK_DEAD,0,0,0,0,0
0x0604E09A,FUN_0602609A,34,TRACK_DEAD,0,0,0,0,0
0x0604E0BC,FUN_060260BC,58,TRACK_DEAD,0,0,0,0,0
0x0604E0F6,FUN_060260F6,10574,TRACK_DEAD,0,0,0,0,0
