runtime_addr,name,size,category,n_alive_tracks,cs1_dino_canyon,cs2_seaside,cs3_track4,cs4_track5
0x0603B498,FUN_06013498,12,TRACK_DEAD,0,0,0,0,0
0x0603B4A4,FUN_060134A4,600,TRACK_DEAD,0,0,0,0,0
0x0603B6FC,FUN_060136FC,580,TRACK_DEAD,0,0,0,0,0
0x0603B940,FUN_06013940,58,TRACK_DEAD,0,0,0,0,0
0x0603B97A,FUN_0601397A,378,TRACK_DEAD,0,0,0,0,0
0x0603BAF4,FUN_06013AF4,216,TRACK_DEAD,0,0,0,0,0
0x0603BBCC,FUN_06013BCC,172,TRACK_DEAD,0,0,0,0,0
0x0603BC78,FUN_06013C78,660,TRACK_DEAD,0,0,0,0,0
0x0603BF0C,FUN_06013F0C,20,TRACK_DEAD,0,0,0,0,0
0x0603BF20,FUN_06013F20,58,TRACK_DEAD,0,0,0,0,0
0x0603BF5A,FUN_06013F5A,70,TRACK_DEAD,0,0,0,0,0
0x0603BFA0,FUN_06013FA0,8,TRACK_DEAD,0,0,0,0,0
0x0603BFA8,FUN_06013FA8,64,TRACK_DEAD,0,0,0,0,0
0x0603BFE8,FUN_06013FE8,22,TRACK_DEAD,0,0,0,0,0
0x0603BFFE,FUN_06013FFE,150,TRACK_DEAD,0,0,0,0,0
0x0603C094,FUN_06014094,284,TRACK_DEAD,0,0,0,0,0
0x0603C1B0,FUN_060141B0,196,TRACK_DEAD,0,0,0,0,0
0x0603C274,FUN_06014274,72,TRACK_DEAD,0,0,0,0,0
0x0603C2BC,FUN_060142BC,72,TRACK_DEAD,0,0,0,0,0
0x0603C304,FUN_06014304,52,TRACK_DEAD,0,0,0,0,0
0x0603C338,FUN_06014338,12,TRACK_DEAD,0,0,0,0,0
0x0603C344,FUN_06014344,296,TRACK_DEAD,0,0,0,0,0
0x0603C46C,FUN_0601446C,12,TRACK_DEAD,0,0,0,0,0
0x0603C478,FUN_06014478,340,TRACK_DEAD,0,0,0,0,0
0x0603C5CC,FUN_060145CC,212,TRACK_AGNOSTIC,4,108,108,68,108
0x0603C6A0,FUN_060146A0,246,TRACK_DEAD,0,0,0,0,0
0x0603C796,FUN_06014796,14,TRACK_DEAD,0,0,0,0,0
0x0603C7A4,FUN_060147A4,456,TRACK_DEAD,0,0,0,0,0
0x0603C96C,FUN_0601496C,4,TRACK_DEAD,0,0,0,0,0
0x0603C970,FUN_06014970,36,TRACK_DEAD,0,0,0,0,0
0x0603C994,FUN_06014994,724,TRACK_DEAD,0,0,0,0,0
0x0603CC68,FUN_06014C68,202,TRACK_DEAD,0,0,0,0,0
0x0603CD32,FUN_06014D32,166,TRACK_DEAD,0,0,0,0,0
0x0603CDD8,FUN_06014DD8,6,TRACK_DEAD,0,0,0,0,0
0x0603CDDE,FUN_06014DDE,170,TRACK_DEAD,0,0,0,0,0
0x0603CE88,FUN_06014E88,578,TRACK_DEAD,0,0,0,0,0
0x0603D0CA,FUN_060150CA,1028,TRACK_DEAD,0,0,0,0,0
0x0603D4CE,FUN_060154CE,2,TRACK_DEAD,0,0,0,0,0
0x0603D4D0,FUN_060154D0,4,TRACK_DEAD,0,0,0,0,0
0x0603D4D4,FUN_060154D4,132,TRACK_DEAD,0,0,0,0,0
0x0603D558,FUN_06015558,20,TRACK_DEAD,0,0,0,0,0
0x0603D56C,FUN_0601556C,376,TRACK_DEAD,0,0,0,0,0
0x0603D6E4,FUN_060156E4,32,TRACK_DEAD,0,0,0,0,0
0x0603D704,FUN_06015704,636,TRACK_DEAD,0,0,0,0,0
0x0603D980,FUN_06015980,24,TRACK_DEAD,0,0,0,0,0
0x0603D998,FUN_06015998,224,TRACK_DEAD,0,0,0,0,0
0x0603DA78,FUN_06015A78,116,TRACK_DEAD,0,0,0,0,0
0x0603DAEC,FUN_06015AEC,176,TRACK_DEAD,0,0,0,0,0
0x0603DB9C,FUN_06015B9C,256,TRACK_DEAD,0,0,0,0,0
0x0603DC9C,FUN_06015C9C,6,TRACK_DEAD,0,0,0,0,0
0x0603DCA2,FUN_06015CA2,118,TRACK_DEAD,0,0,0,0,0
0x0603DD18,FUN_06015D18,150,TRACK_DEAD,0,0,0,0,0
0x0603DDAE,FUN_06015DAE,186,TRACK_DEAD,0,0,0,0,0
0x0603DE68,FUN_06015E68,84,TRACK_DEAD,0,0,0,0,0
0x0603DEBC,FUN_06015EBC,108,TRACK_DEAD,0,0,0,0,0
0x0603DF28,FUN_06015F28,92,TRACK_DEAD,0,0,0,0,0
0x0603DF84,FUN_06015F84,310,TRACK_DEAD,0,0,0,0,0
0x0603E0BA,FUN_060160BA,146,TRACK_DEAD,0,0,0,0,0
0x0603E14C,FUN_0601614C,500,TRACK_DEAD,0,0,0,0,0
0x0603E340,FUN_06016340,16,TRACK_DEAD,0,0,0,0,0
0x0603E350,FUN_06016350,84,TRACK_DEAD,0,0,0,0,0
0x0603E3A4,FUN_060163A4,68,TRACK_DEAD,0,0,0,0,0
0x0603E3E8,FUN_060163E8,114,TRACK_DEAD,0,0,0,0,0
0x0603E45A,FUN_0601645A,24,TRACK_DEAD,0,0,0,0,0
0x0603E472,FUN_06016472,22,TRACK_DEAD,0,0,0,0,0
0x0603E488,FUN_06016488,28,TRACK_DEAD,0,0,0,0,0
0x0603E4A4,FUN_060164A4,360,TRACK_DEAD,0,0,0,0,0
0x0603E60C,FUN_0601660C,360,TRACK_DEAD,0,0,0,0,0
0x0603E774,FUN_06016774,20,TRACK_DEAD,0,0,0,0,0
0x0603E788,FUN_06016788,40,TRACK_DEAD,0,0,0,0,0
0x0603E7B0,FUN_060167B0,356,TRACK_DEAD,0,0,0,0,0
0x0603E914,FUN_06016914,20,TRACK_DEAD,0,0,0,0,0
0x0603E928,FUN_06016928,42,TRACK_DEAD,0,0,0,0,0
0x0603E952,FUN_06016952,82,TRACK_DEAD,0,0,0,0,0
0x0603E9A4,FUN_060169A4,20,TRACK_DEAD,0,0,0,0,0
0x0603E9B8,FUN_060169B8,42,TRACK_DEAD,0,0,0,0,0
0x0603E9E2,FUN_060169E2,138,TRACK_DEAD,0,0,0,0,0
0x0603EA6C,FUN_06016A6C,20,TRACK_DEAD,0,0,0,0,0
0x0603EA80,FUN_06016A80,42,TRACK_DEAD,0,0,0,0,0
0x0603EAAA,FUN_06016AAA,312,TRACK_DEAD,0,0,0,0,0
0x0603EBE2,FUN_06016BE2,20,TRACK_DEAD,0,0,0,0,0
0x0603EBF6,FUN_06016BF6,80,TRACK_DEAD,0,0,0,0,0
0x0603EC46,FUN_06016C46,14,TRACK_DEAD,0,0,0,0,0
0x0603EC54,FUN_06016C54,50,TRACK_DEAD,0,0,0,0,0
0x0603EC86,FUN_06016C86,14,TRACK_DEAD,0,0,0,0,0
0x0603EC94,FUN_06016C94,92,TRACK_DEAD,0,0,0,0,0
0x0603ECF0,FUN_06016CF0,16,TRACK_DEAD,0,0,0,0,0
0x0603ED00,FUN_06016D00,92,TRACK_DEAD,0,0,0,0,0
0x0603ED5C,FUN_06016D5C,20,TRACK_DEAD,0,0,0,0,0
0x0603ED70,FUN_06016D70,34,TRACK_DEAD,0,0,0,0,0
0x0603ED92,FUN_06016D92,20,TRACK_DEAD,0,0,0,0,0
0x0603EDA6,FUN_06016DA6,34,TRACK_DEAD,0,0,0,0,0
0x0603EDC8,FUN_06016DC8,14,TRACK_DEAD,0,0,0,0,0
0x0603EDD6,FUN_06016DD6,96,TRACK_DEAD,0,0,0,0,0
0x0603EE36,FUN_06016E36,2,TRACK_DEAD,0,0,0,0,0
0x0603EE38,FUN_06016E38,16,TRACK_DEAD,0,0,0,0,0
0x0603EE48,FUN_06016E48,28,TRACK_DEAD,0,0,0,0,0
0x0603EE64,FUN_06016E64,88,TRACK_DEAD,0,0,0,0,0
0x0603EEBC,FUN_06016EBC,202,TRACK_DEAD,0,0,0,0,0
0x0603EF86,FUN_06016F86,182,TRACK_DEAD,0,0,0,0,0
0x0603F03C,FUN_0601703C,24,TRACK_DEAD,0,0,0,0,0
0x0603F054,FUN_06017054,96,TRACK_DEAD,0,0,0,0,0
0x0603F0B4,FUN_060170B4,14,TRACK_DEAD,0,0,0,0,0
0x0603F0C2,FUN_060170C2,76,TRACK_DEAD,0,0,0,0,0
0x0603F10E,FUN_0601710E,8,TRACK_DEAD,0,0,0,0,0
0x0603F116,FUN_06017116,30,TRACK_DEAD,0,0,0,0,0
0x0603F134,FUN_06017134,18,TRACK_DEAD,0,0,0,0,0
0x0603F146,FUN_06017146,32,TRACK_DEAD,0,0,0,0,0
0x0603F166,FUN_06017166,842,TRACK_DEAD,0,0,0,0,0
0x0603F4B0,FUN_060174B0,16,TRACK_DEAD,0,0,0,0,0
0x0603F4C0,FUN_060174C0,68,TRACK_DEAD,0,0,0,0,0
0x0603F504,FUN_06017504,2,TRACK_DEAD,0,0,0,0,0
0x0603F506,FUN_06017506,2,TRACK_DEAD,0,0,0,0,0
0x0603F508,FUN_06017508,44,TRACK_DEAD,0,0,0,0,0
0x0603F534,FUN_06017534,10,TRACK_DEAD,0,0,0,0,0
0x0603F53E,FUN_0601753E,78,TRACK_DEAD,0,0,0,0,0
0x0603F58C,FUN_0601758C,114,TRACK_DEAD,0,0,0,0,0
0x0603F5FE,FUN_060175FE,30,TRACK_DEAD,0,0,0,0,0
0x0603F61C,FUN_0601761C,162,TRACK_DEAD,0,0,0,0,0
0x0603F6BE,FUN_060176BE,20,TRACK_DEAD,0,0,0,0,0
0x0603F6D2,FUN_060176D2,38,TRACK_DEAD,0,0,0,0,0
0x0603F6F8,FUN_060176F8,106,TRACK_DEAD,0,0,0,0,0
0x0603F762,FUN_06017762,14,TRACK_DEAD,0,0,0,0,0
0x0603F770,FUN_06017770,72,TRACK_DEAD,0,0,0,0,0
0x0603F7B8,FUN_060177B8,244,TRACK_DEAD,0,0,0,0,0
0x0603F8AC,FUN_060178AC,242,TRACK_DEAD,0,0,0,0,0
0x0603F99E,FUN_0601799E,20,TRACK_DEAD,0,0,0,0,0
0x0603F9B2,FUN_060179B2,54,TRACK_DEAD,0,0,0,0,0
0x0603F9E8,FUN_060179E8,20,TRACK_DEAD,0,0,0,0,0
0x0603F9FC,FUN_060179FC,34,TRACK_DEAD,0,0,0,0,0
0x0603FA1E,FUN_06017A1E,20,TRACK_DEAD,0,0,0,0,0
0x0603FA32,FUN_06017A32,34,TRACK_DEAD,0,0,0,0,0
0x0603FA54,FUN_06017A54,8,TRACK_DEAD,0,0,0,0,0
0x0603FA5C,FUN_06017A5C,76,TRACK_DEAD,0,0,0,0,0
0x0603FAA8,FUN_06017AA8,340,TRACK_DEAD,0,0,0,0,0
0x0603FBFC,FUN_06017BFC,2,TRACK_DEAD,0,0,0,0,0
0x0603FBFE,FUN_06017BFE,18,TRACK_DEAD,0,0,0,0,0
0x0603FC10,FUN_06017C10,162,TRACK_DEAD,0,0,0,0,0
0x0603FCB2,FUN_06017CB2,44,TRACK_DEAD,0,0,0,0,0
0x0603FCDE,FUN_06017CDE,22,TRACK_DEAD,0,0,0,0,0
0x0603FCF4,FUN_06017CF4,24,TRACK_DEAD,0,0,0,0,0
0x0603FD0C,FUN_06017D0C,20,TRACK_DEAD,0,0,0,0,0
0x0603FD20,FUN_06017D20,184,TRACK_DEAD,0,0,0,0,0
0x0603FDD8,FUN_06017DD8,188,TRACK_DEAD,0,0,0,0,0
0x0603FE94,FUN_06017E94,84,TRACK_DEAD,0,0,0,0,0
0x0603FEE8,FUN_06017EE8,170,TRACK_DEAD,0,0,0,0,0
0x0603FF92,FUN_06017F92,50,TRACK_DEAD,0,0,0,0,0
0x0603FFC4,FUN_06017FC4,12,TRACK_DEAD,0,0,0,0,0
0x0603FFD0,FUN_06017FD0,80,TRACK_DEAD,0,0,0,0,0
0x06040020,FUN_06018020,12,TRACK_DEAD,0,0,0,0,0
0x0604002C,FUN_0601802C,72,TRACK_DEAD,0,0,0,0,0
0x06040074,FUN_06018074,12,TRACK_DEAD,0,0,0,0,0
0x06040080,FUN_06018080,54,TRACK_DEAD,0,0,0,0,0
0x060400B6,FUN_060180B6,14,TRACK_DEAD,0,0,0,0,0
0x060400C4,FUN_060180C4,52,TRACK_DEAD,0,0,0,0,0
0x060400F8,FUN_060180F8,356,TRACK_DEAD,0,0,0,0,0
0x0604025C,FUN_0601825C,36,TRACK_DEAD,0,0,0,0,0
0x06040280,FUN_06018280,36,TRACK_DEAD,0,0,0,0,0
0x060402A4,FUN_060182A4,372,TRACK_DEAD,0,0,0,0,0
0x06040418,FUN_06018418,104,TRACK_DEAD,0,0,0,0,0
0x06040480,FUN_06018480,446,TRACK_AGNOSTIC,4,6,6,6,8
0x0604063E,FUN_0601863E,16,TRACK_AGNOSTIC,4,14,14,14,14
0x0604064E,FUN_0601864E,390,TRACK_AGNOSTIC,4,274,274,274,274
0x060407D4,FUN_060187D4,140,TRACK_AGNOSTIC,4,82,82,82,82
0x06040860,FUN_06018860,516,TRACK_AGNOSTIC,4,160,158,124,156
0x06040A64,FUN_06018A64,26,TRACK_DEAD,0,0,0,0,0
0x06040A7E,FUN_06018A7E,270,TRACK_PARTIAL,3,4,4,0,4
0x06040B8C,FUN_06018B8C,16,TRACK_DEAD,0,0,0,0,0
0x06040B9C,FUN_06018B9C,340,TRACK_DEAD,0,0,0,0,0
0x06040CF0,FUN_06018CF0,220,TRACK_DEAD,0,0,0,0,0
0x06040DCC,FUN_06018DCC,32,TRACK_DEAD,0,0,0,0,0
0x06040DEC,FUN_06018DEC,48,TRACK_DEAD,0,0,0,0,0
0x06040E1C,FUN_06018E1C,48,TRACK_DEAD,0,0,0,0,0
0x06040E4C,FUN_06018E4C,68,TRACK_AGNOSTIC,4,12,12,12,12
0x06040E90,FUN_06018E90,16,TRACK_DEAD,0,0,0,0,0
0x06040EA0,FUN_06018EA0,324,TRACK_DEAD,0,0,0,0,0
0x06040FE4,FUN_06018FE4,54,TRACK_DEAD,0,0,0,0,0
0x0604101A,FUN_0601901A,152,TRACK_DEAD,0,0,0,0,0
0x060410B2,FUN_060190B2,986,TRACK_DEAD,0,0,0,0,0
0x0604148C,FUN_0601948C,614,TRACK_DEAD,0,0,0,0,0
0x060416F2,FUN_060196F2,138,TRACK_AGNOSTIC,4,52,52,52,52
0x0604177C,FUN_0601977C,2320,TRACK_AGNOSTIC,4,304,226,578,322
0x0604208C,FUN_0601A08C,848,TRACK_AGNOSTIC,4,84,158,258,320
0x060423DC,FUN_0601A3DC,120,TRACK_AGNOSTIC,4,114,114,114,114
0x06042454,FUN_0601A454,100,TRACK_PARTIAL,2,0,84,84,0
0x060424B8,FUN_0601A4B8,180,TRACK_PARTIAL,3,0,38,104,104
0x0604256C,FUN_0601A56C,112,TRACK_DEAD,0,0,0,0,0
0x060425DC,FUN_0601A5DC,112,TRACK_AGNOSTIC,4,68,68,68,68
0x0604264C,FUN_0601A64C,844,TRACK_AGNOSTIC,4,130,130,130,130
0x06042998,FUN_0601A998,54,TRACK_DEAD,0,0,0,0,0
0x060429CE,FUN_0601A9CE,8,TRACK_PARTIAL,1,0,6,0,0
0x060429D6,FUN_0601A9D6,290,TRACK_PARTIAL,1,0,166,0,0
0x06042AF8,FUN_0601AAF8,124,TRACK_PARTIAL,1,0,102,0,0
0x06042B74,FUN_0601AB74,10,TRACK_PARTIAL,1,0,8,0,0
0x06042B7E,FUN_0601AB7E,230,TRACK_PARTIAL,1,0,140,0,0
0x06042C64,FUN_0601AC64,12,TRACK_PARTIAL,1,0,10,0,0
0x06042C70,FUN_0601AC70,116,TRACK_PARTIAL,1,0,32,0,0
0x06042CE4,FUN_0601ACE4,224,TRACK_PARTIAL,1,0,168,0,0
0x06042DC4,FUN_0601ADC4,52,TRACK_DEAD,0,0,0,0,0
0x06042DF8,FUN_0601ADF8,28,TRACK_DEAD,0,0,0,0,0
0x06042E14,FUN_0601AE14,280,TRACK_DEAD,0,0,0,0,0
0x06042F2C,FUN_0601AF2C,484,TRACK_DEAD,0,0,0,0,0
0x06043110,FUN_0601B110,20,TRACK_DEAD,0,0,0,0,0
0x06043124,FUN_0601B124,212,TRACK_DEAD,0,0,0,0,0
0x060431F8,FUN_0601B1F8,396,TRACK_AGNOSTIC,4,308,308,300,308
0x06043384,FUN_0601B384,108,TRACK_AGNOSTIC,4,66,66,66,66
0x060433F0,FUN_0601B3F0,112,TRACK_DEAD,0,0,0,0,0
0x06043460,FUN_0601B460,112,TRACK_DEAD,0,0,0,0,0
0x060434D0,FUN_0601B4D0,352,TRACK_PARTIAL,1,128,0,0,0
0x06043630,FUN_0601B630,160,TRACK_PARTIAL,1,0,94,0,0
0x060436D0,FUN_0601B6D0,120,TRACK_PARTIAL,1,0,0,70,0
0x06043748,FUN_0601B748,200,TRACK_PARTIAL,1,0,0,124,0
0x06043810,FUN_0601B810,68,TRACK_PARTIAL,1,0,0,36,0
0x06043854,FUN_0601B854,116,TRACK_PARTIAL,1,0,0,0,70
0x060438C8,FUN_0601B8C8,108,TRACK_PARTIAL,1,0,0,0,66
0x06043934,FUN_0601B934,88,TRACK_PARTIAL,1,0,0,0,60
0x0604398C,FUN_0601B98C,104,TRACK_PARTIAL,1,0,58,0,0
0x060439F4,FUN_0601B9F4,272,TRACK_AGNOSTIC,4,18,30,80,12
0x06043B04,FUN_0601BB04,140,TRACK_AGNOSTIC,4,82,86,82,82
0x06043B90,FUN_0601BB90,144,TRACK_PARTIAL,1,0,70,0,0
0x06043C20,FUN_0601BC20,172,TRACK_DEAD,0,0,0,0,0
0x06043CCC,FUN_0601BCCC,16,TRACK_DEAD,0,0,0,0,0
0x06043CDC,FUN_0601BCDC,564,TRACK_DEAD,0,0,0,0,0
0x06043F10,FUN_0601BF10,20,TRACK_DEAD,0,0,0,0,0
0x06043F24,FUN_0601BF24,316,TRACK_DEAD,0,0,0,0,0
0x06044060,FUN_0601C060,128,TRACK_AGNOSTIC,4,72,72,72,72
0x060440E0,FUN_0601C0E0,88,TRACK_AGNOSTIC,4,62,62,62,62
0x06044138,FUN_0601C138,524,TRACK_DEAD,0,0,0,0,0
0x06044344,FUN_0601C344,580,TRACK_AGNOSTIC,4,306,306,306,306
0x06044588,FUN_0601C588,364,TRACK_DEAD,0,0,0,0,0
0x060446F4,FUN_0601C6F4,148,TRACK_DEAD,0,0,0,0,0
0x06044788,FUN_0601C788,172,TRACK_DEAD,0,0,0,0,0
0x06044834,FUN_0601C834,20,TRACK_AGNOSTIC,4,18,18,18,18
0x06044848,FUN_0601C848,344,TRACK_AGNOSTIC,4,92,92,92,92
0x060449A0,FUN_0601C9A0,12,TRACK_DEAD,0,0,0,0,0
0x060449AC,FUN_0601C9AC,10,TRACK_AGNOSTIC,4,8,8,8,8
0x060449B6,FUN_0601C9B6,228,TRACK_AGNOSTIC,4,160,160,160,160
0x06044A9A,FUN_0601CA9A,134,TRACK_DEAD,0,0,0,0,0
0x06044B20,FUN_0601CB20,172,TRACK_DEAD,0,0,0,0,0
0x06044BCC,FUN_0601CBCC,408,TRACK_DEAD,0,0,0,0,0
0x06044D64,FUN_0601CD64,16,TRACK_DEAD,0,0,0,0,0
0x06044D74,FUN_0601CD74,12,TRACK_AGNOSTIC,4,10,10,10,10
0x06044D80,FUN_0601CD80,40,TRACK_AGNOSTIC,4,32,32,32,32
0x06044DA8,FUN_0601CDA8,16,TRACK_DEAD,0,0,0,0,0
0x06044DB8,FUN_0601CDB8,112,TRACK_AGNOSTIC,4,104,104,104,104
0x06044E28,FUN_0601CE28,20,TRACK_AGNOSTIC,4,16,16,16,16
0x06044E3C,FUN_0601CE3C,458,TRACK_AGNOSTIC,4,106,106,140,106
0x06045006,FUN_0601D006,120,TRACK_AGNOSTIC,4,86,86,86,86
0x0604507E,FUN_0601D07E,116,TRACK_AGNOSTIC,4,86,86,86,86
0x060450F2,FUN_0601D0F2,166,TRACK_AGNOSTIC,4,82,82,82,82
0x06045198,FUN_0601D198,18,TRACK_DEAD,0,0,0,0,0
0x060451AA,FUN_0601D1AA,18,TRACK_DEAD,0,0,0,0,0
0x060451BC,FUN_0601D1BC,2,TRACK_DEAD,0,0,0,0,0
0x060451BE,FUN_0601D1BE,60,TRACK_DEAD,0,0,0,0,0
0x060451FA,FUN_0601D1FA,32,TRACK_DEAD,0,0,0,0,0
0x0604521A,FUN_0601D21A,32,TRACK_DEAD,0,0,0,0,0
0x0604523A,FUN_0601D23A,182,TRACK_DEAD,0,0,0,0,0
0x060452F0,FUN_0601D2F0,40,TRACK_DEAD,0,0,0,0,0
0x06045318,FUN_0601D318,40,TRACK_DEAD,0,0,0,0,0
0x06045340,FUN_0601D340,40,TRACK_DEAD,0,0,0,0,0
0x06045368,FUN_0601D368,16,TRACK_DEAD,0,0,0,0,0
0x06045378,FUN_0601D378,64,TRACK_DEAD,0,0,0,0,0
0x060453B8,FUN_0601D3B8,16,TRACK_DEAD,0,0,0,0,0
0x060453C8,FUN_0601D3C8,4,TRACK_DEAD,0,0,0,0,0
0x060453CC,FUN_0601D3CC,416,TRACK_DEAD,0,0,0,0,0
0x0604556C,FUN_0601D56C,48,TRACK_DEAD,0,0,0,0,0
0x0604559C,FUN_0601D59C,52,TRACK_DEAD,0,0,0,0,0
0x060455D0,FUN_0601D5D0,18,TRACK_DEAD,0,0,0,0,0
0x060455E2,FUN_0601D5E2,50,TRACK_AGNOSTIC,4,8,8,8,8
0x06045614,FUN_0601D614,12,TRACK_DEAD,0,0,0,0,0
0x06045620,FUN_0601D620,12,TRACK_DEAD,0,0,0,0,0
0x0604562C,FUN_0601D62C,36,TRACK_AGNOSTIC,4,16,16,16,16
0x06045650,FUN_0601D650,20,TRACK_AGNOSTIC,4,18,18,18,18
0x06045664,FUN_0601D664,20,TRACK_AGNOSTIC,4,18,18,18,18
0x06045678,FUN_0601D678,32,TRACK_DEAD,0,0,0,0,0
0x06045698,FUN_0601D698,18,TRACK_AGNOSTIC,4,14,14,14,14
0x060456AA,FUN_0601D6AA,2,TRACK_DEAD,0,0,0,0,0
0x060456AC,FUN_0601D6AC,22,TRACK_DEAD,0,0,0,0,0
0x060456C2,FUN_0601D6C2,10,TRACK_AGNOSTIC,4,2,2,2,2
0x060456CC,FUN_0601D6CC,222,TRACK_AGNOSTIC,4,22,22,22,22
0x060457AA,FUN_0601D7AA,2,TRACK_PARTIAL,3,2,2,0,2
0x060457AC,FUN_0601D7AC,50,TRACK_PARTIAL,3,10,10,0,10
0x060457DE,FUN_0601D7DE,4,TRACK_AGNOSTIC,4,4,4,4,4
0x060457E2,FUN_0601D7E2,118,TRACK_AGNOSTIC,4,68,68,68,68
0x06045858,FUN_0601D858,4,TRACK_DEAD,0,0,0,0,0
0x0604585C,FUN_0601D85C,126,TRACK_DEAD,0,0,0,0,0
0x060458DA,FUN_0601D8DA,4,TRACK_DEAD,0,0,0,0,0
0x060458DE,FUN_0601D8DE,124,TRACK_DEAD,0,0,0,0,0
0x0604595A,FUN_0601D95A,4,TRACK_AGNOSTIC,4,4,4,4,4
0x0604595E,FUN_0601D95E,102,TRACK_AGNOSTIC,4,82,82,82,82
0x060459C4,FUN_0601D9C4,104,TRACK_AGNOSTIC,4,100,100,100,100
0x06045A2C,FUN_0601DA2C,82,TRACK_AGNOSTIC,4,68,68,68,68
0x06045A7E,FUN_0601DA7E,66,TRACK_AGNOSTIC,4,46,46,46,50
0x06045AC0,FUN_0601DAC0,28,TRACK_AGNOSTIC,4,24,24,24,24
0x06045ADC,FUN_0601DADC,24,TRACK_AGNOSTIC,4,22,22,22,22
0x06045AF4,FUN_0601DAF4,28,TRACK_DEAD,0,0,0,0,0
0x06045B10,FUN_0601DB10,56,TRACK_AGNOSTIC,4,50,50,50,50
0x06045B48,FUN_0601DB48,44,TRACK_AGNOSTIC,4,38,38,38,38
0x06045B74,FUN_0601DB74,44,TRACK_AGNOSTIC,4,10,10,10,10
0x06045BA0,FUN_0601DBA0,36,TRACK_AGNOSTIC,4,14,14,14,14
0x06045BC4,FUN_0601DBC4,60,TRACK_AGNOSTIC,4,46,46,46,46
0x06045C00,FUN_0601DC00,156,TRACK_AGNOSTIC,4,104,118,104,118
0x06045C9C,FUN_0601DC9C,48,TRACK_AGNOSTIC,4,46,46,46,46
0x06045CCC,FUN_0601DCCC,112,TRACK_AGNOSTIC,4,44,44,44,44
0x06045D3C,FUN_0601DD3C,46,TRACK_AGNOSTIC,4,42,42,42,42
0x06045D6A,FUN_0601DD6A,64,TRACK_AGNOSTIC,4,36,36,36,36
0x06045DAA,FUN_0601DDAA,34,TRACK_AGNOSTIC,4,30,30,30,30
0x06045DCC,FUN_0601DDCC,58,TRACK_DEAD,0,0,0,0,0
0x06045E06,FUN_0601DE06,62,TRACK_AGNOSTIC,4,52,52,52,52
0x06045E44,FUN_0601DE44,100,TRACK_AGNOSTIC,4,56,56,56,56
0x06045EA8,FUN_0601DEA8,32,TRACK_DEAD,0,0,0,0,0
0x06045EC8,FUN_0601DEC8,32,TRACK_AGNOSTIC,4,30,30,30,30
0x06045EE8,FUN_0601DEE8,36,TRACK_DEAD,0,0,0,0,0
0x06045F0C,FUN_0601DF0C,180,TRACK_DEAD,0,0,0,0,0
0x06045FC0,FUN_0601DFC0,1060,TRACK_AGNOSTIC,4,796,796,792,796
0x060463E4,FUN_0601E3E4,148,TRACK_AGNOSTIC,4,144,144,144,144
0x06046478,FUN_0601E478,168,TRACK_DEAD,0,0,0,0,0
0x06046520,FUN_0601E520,226,TRACK_AGNOSTIC,4,218,218,218,218
0x06046602,FUN_0601E602,8,TRACK_AGNOSTIC,4,6,6,6,6
0x0604660A,FUN_0601E60A,148,TRACK_AGNOSTIC,4,4,4,4,4
0x0604669E,FUN_0601E69E,2,TRACK_DEAD,0,0,0,0,0
0x060466A0,FUN_0601E6A0,108,TRACK_DEAD,0,0,0,0,0
0x0604670C,FUN_0601E70C,66,TRACK_DEAD,0,0,0,0,0
0x0604674E,FUN_0601E74E,100,TRACK_DEAD,0,0,0,0,0
0x060467B2,FUN_0601E7B2,2,TRACK_PARTIAL,1,0,0,0,2
0x060467B4,FUN_0601E7B4,88,TRACK_PARTIAL,1,0,0,0,82
0x0604680C,FUN_0601E80C,162,TRACK_PARTIAL,1,0,0,0,98
0x060468AE,FUN_0601E8AE,2,TRACK_DEAD,0,0,0,0,0
0x060468B0,FUN_0601E8B0,88,TRACK_DEAD,0,0,0,0,0
0x06046908,FUN_0601E908,132,TRACK_DEAD,0,0,0,0,0
0x0604698C,FUN_0601E98C,4,TRACK_AGNOSTIC,4,2,2,2,2
0x06046990,FUN_0601E990,144,TRACK_AGNOSTIC,4,92,94,92,94
0x06046A20,FUN_0601EA20,4,TRACK_AGNOSTIC,4,2,2,2,2
0x06046A24,FUN_0601EA24,108,TRACK_AGNOSTIC,4,78,80,78,80
0x06046A90,FUN_0601EA90,88,TRACK_PARTIAL,2,0,62,0,62
0x06046AE8,FUN_0601EAE8,84,TRACK_PARTIAL,2,0,64,0,64
0x06046B3C,FUN_0601EB3C,40,TRACK_AGNOSTIC,4,34,34,34,34
0x06046B64,FUN_0601EB64,12,TRACK_AGNOSTIC,4,10,10,10,10
0x06046B70,FUN_0601EB70,100,TRACK_AGNOSTIC,4,96,96,96,96
0x06046BD4,FUN_0601EBD4,32,TRACK_AGNOSTIC,4,26,26,26,26
0x06046BF4,FUN_0601EBF4,32,TRACK_AGNOSTIC,4,26,26,26,26
0x06046C14,FUN_0601EC14,284,TRACK_AGNOSTIC,4,112,112,112,112
0x06046D30,FUN_0601ED30,72,TRACK_AGNOSTIC,4,52,52,52,52
0x06046D78,FUN_0601ED78,32,TRACK_AGNOSTIC,4,26,26,26,26
0x06046D98,FUN_0601ED98,118,TRACK_AGNOSTIC,4,116,116,116,116
0x06046E0E,FUN_0601EE0E,86,TRACK_AGNOSTIC,4,56,56,56,56
