addr,node,size,type,pinned_entry_tu,inbound_refs_pristine,zero_inbound,reach_pristine,reach_transplant,falls_into_next,entered_by_fallthrough,retail_verdict,leg_verdict,selfcheck
0x0603DEBC,src/race/asm/FUN_0603DEBC.c,64,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DEFC,src/race/asm/FUN_0603DEFC.c,44,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603DF28,src/race/asm/FUN_0603DF28.c,92,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603DF84,src/race/asm/FUN_0603DF84.c,310,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E0BA,src/race/asm/FUN_0603E0BA.c,146,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E14C,src/race/asm/FUN_0603E14C.c,500,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603E340,src/race/asm/FUN_0603E340.c,84,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603E394,src/race/asm/FUN_0603E394.c,84,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E3E8,src/race/asm/FUN_0603E3E8.c,116,code,0,2,0,1,1,1,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E45C,src/race/asm/FUN_0603E45C.c,22,code,0,1,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E472,src/race/asm/FUN_0603E472.c,22,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E488,src/race/asm/FUN_0603E488.c,28,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603E4A4,src/race/asm/FUN_0603E4A4.c,360,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603E60C,src/race/asm/FUN_0603E60C.c,360,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603E774,src/race/asm/FUN_0603E774.c,60,code,0,3,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603E7B0,src/race/asm/FUN_0603E7B0.c,356,code,0,1,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603E914,src/race/asm/FUN_0603E914.c,62,code,0,2,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603E952,src/race/asm/FUN_0603E952.c,82,code,0,2,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603E9A4,src/race/asm/FUN_0603E9A4.c,62,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603E9E2,src/race/asm/FUN_0603E9E2.c,138,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EA6C,src/race/asm/FUN_0603EA6C.c,62,code,0,2,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603EAAA,src/race/asm/FUN_0603EAAA.c,312,code,0,1,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603EBE2,src/race/asm/FUN_0603EBE2.c,94,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EC40,src/race/asm/FUN_0603EC40.c,20,code,0,2,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EC54,src/race/asm/FUN_0603EC54.c,50,code,0,1,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EC86,src/race/asm/FUN_0603EC86.c,106,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603ECF0,src/race/asm/FUN_0603ECF0.c,108,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603ED5C,src/race/asm/FUN_0603ED5C.c,54,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603ED92,src/race/asm/FUN_0603ED92.c,54,code,0,0,1,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603EDC8,src/race/asm/FUN_0603EDC8.c,108,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EE34,src/race/asm/FUN_0603EE34.c,20,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EE48,src/race/asm/FUN_0603EE48.c,28,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EE64,src/race/asm/FUN_0603EE64.c,88,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603EEBC,src/race/asm/FUN_0603EEBC.c,384,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F03C,src/race/asm/FUN_0603F03C.c,24,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603F054,src/race/asm/FUN_0603F054.c,96,code,0,7,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603F0B4,src/race/asm/FUN_0603F0B4.c,90,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F10E,src/race/asm/FUN_0603F10E.c,36,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F132,src/race/asm/FUN_0603F132.c,52,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F166,src/race/asm/FUN_0603F166.c,754,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F458,src/race/asm/FUN_0603F458.c,88,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603F4B0,src/race/asm/FUN_0603F4B0.c,14,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603F4BE,src/race/asm/FUN_0603F4BE.c,70,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F504,src/race/asm/FUN_0603F504.c,48,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F534,src/race/asm/FUN_0603F534.c,88,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F58C,src/race/asm/FUN_0603F58C.c,114,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F5FE,src/race/asm/FUN_0603F5FE.c,30,code,0,0,1,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603F61C,src/race/asm/FUN_0603F61C.c,162,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F6BE,src/race/asm/FUN_0603F6BE.c,58,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F6F8,src/race/asm/FUN_0603F6F8.c,100,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F75C,src/race/asm/FUN_0603F75C.c,20,code,0,1,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F770,src/race/asm/FUN_0603F770.c,72,code,0,1,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F7B8,src/race/asm/FUN_0603F7B8.c,484,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F99C,src/race/asm/FUN_0603F99C.c,76,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603F9E8,src/race/asm/FUN_0603F9E8.c,54,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FA1E,src/race/asm/FUN_0603FA1E.c,54,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FA54,src/race/asm/FUN_0603FA54.c,84,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FAA8,src/race/asm/FUN_0603FAA8.c,22,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FABE,src/race/asm/FUN_0603FABE.c,22,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FAD4,src/race/asm/FUN_0603FAD4.c,22,code,0,1,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603FAEA,src/race/asm/FUN_0603FAEA.c,230,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FBD0,src/race/asm/FUN_0603FBD0.c,44,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FBFC,src/race/asm/FUN_0603FBFC.c,20,code,0,1,0,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603FC10,src/race/asm/FUN_0603FC10.c,96,code,0,10,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FC70,src/race/asm/FUN_0603FC70.c,20,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FC84,src/race/asm/FUN_0603FC84.c,64,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FCC4,src/race/asm/FUN_0603FCC4.c,44,code,0,1,0,0,0,1,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FCF0,src/race/asm/FUN_0603FCF0.c,24,code,0,1,0,0,0,0,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FD08,src/race/asm/FUN_0603FD08.c,24,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FD20,src/race/asm/FUN_0603FD20.c,184,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FDD8,src/race/asm/FUN_0603FDD8.c,188,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FE94,src/race/asm/FUN_0603FE94.c,84,code,0,2,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FEE8,src/race/asm/FUN_0603FEE8.c,96,code,0,7,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FF48,src/race/asm/FUN_0603FF48.c,28,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FF64,src/race/asm/FUN_0603FF64.c,88,code,0,1,0,0,0,1,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603FFBC,src/race/asm/FUN_0603FFBC.c,20,code,0,2,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603FFD0,src/race/asm/FUN_0603FFD0.c,72,code,0,2,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040018,src/race/asm/FUN_06040018.c,20,code,0,1,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0604002C,src/race/asm/FUN_0604002C.c,64,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604006C,src/race/asm/FUN_0604006C.c,20,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06040080,src/race/asm/FUN_06040080.c,46,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x060400AE,src/race/asm/FUN_060400AE.c,22,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x060400C4,src/race/asm/FUN_060400C4.c,52,code,0,1,0,0,0,1,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x060400F8,src/race/asm/FUN_060400F8.c,116,code,0,3,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604016C,src/race/asm/FUN_0604016C.c,240,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604025C,src/race/asm/FUN_0604025C.c,36,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040280,src/race/asm/FUN_06040280.c,408,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040418,src/race/asm/FUN_06040418.c,104,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040480,src/race/asm/FUN_06040480.c,332,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060405CC,src/race/asm/FUN_060405CC.c,44,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060405F8,src/race/asm/FUN_060405F8.c,476,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060407D4,src/race/asm/FUN_060407D4.c,140,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040860,src/race/asm/FUN_06040860.c,516,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040A64,src/race/asm/FUN_06040A64.c,26,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06040A7E,src/race/asm/FUN_06040A7E.c,270,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040B8C,src/race/asm/FUN_06040B8C.c,356,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040CF0,src/race/asm/FUN_06040CF0.c,184,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06040DA8,src/race/asm/FUN_06040DA8.c,36,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06040DCC,src/race/asm/FUN_06040DCC.c,80,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06040E1C,src/race/asm/FUN_06040E1C.c,100,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06040E80,src/race/asm/FUN_06040E80.c,388,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06041004,src/race/asm/FUN_06041004.c,22,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0604101A,src/race/asm/FUN_0604101A.c,152,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060410B2,src/race/asm/FUN_060410B2.c,986,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604148C,src/race/asm/FUN_0604148C.c,614,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060416F2,src/race/asm/FUN_060416F2.c,138,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604177C,src/race/asm/FUN_0604177C.c,2320,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604208C,src/race/asm/FUN_0604208C.c,848,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060423DC,src/race/asm/FUN_060423DC.c,120,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042454,src/race/asm/FUN_06042454.c,100,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060424B8,src/race/asm/FUN_060424B8.c,114,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604252A,src/race/asm/FUN_0604252A.c,66,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604256C,src/race/asm/FUN_0604256C.c,112,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060425DC,src/race/asm/FUN_060425DC.c,112,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604264C,src/race/asm/FUN_0604264C.c,844,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042998,src/race/asm/FUN_06042998.c,54,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060429CE,src/race/asm/FUN_060429CE.c,298,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042AF8,src/race/asm/FUN_06042AF8.c,124,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042B74,src/race/asm/FUN_06042B74.c,240,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042C64,src/race/asm/FUN_06042C64.c,128,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042CE4,src/race/asm/FUN_06042CE4.c,224,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042DC4,src/race/asm/FUN_06042DC4.c,52,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042DF8,src/race/asm/FUN_06042DF8.c,308,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06042F2C,src/race/asm/FUN_06042F2C.c,484,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043110,src/race/asm/FUN_06043110.c,104,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043178,src/race/asm/FUN_06043178.c,68,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060431BC,src/race/asm/FUN_060431BC.c,10,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060431C6,src/race/asm/FUN_060431C6.c,50,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060431F8,src/race/asm/FUN_060431F8.c,396,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043384,src/race/asm/FUN_06043384.c,108,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060433F0,src/race/asm/FUN_060433F0.c,112,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043460,src/race/asm/FUN_06043460.c,112,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060434D0,src/race/asm/FUN_060434D0.c,352,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043630,src/race/asm/FUN_06043630.c,160,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060436D0,src/race/asm/FUN_060436D0.c,120,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043748,src/race/asm/FUN_06043748.c,200,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043810,src/race/asm/FUN_06043810.c,68,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043854,src/race/asm/FUN_06043854.c,116,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060438C8,src/race/asm/FUN_060438C8.c,108,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043934,src/race/asm/FUN_06043934.c,88,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0604398C,src/race/asm/FUN_0604398C.c,104,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060439F4,src/race/asm/FUN_060439F4.c,272,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043B04,src/race/asm/FUN_06043B04.c,132,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043B88,src/race/asm/FUN_06043B88.c,152,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043C20,src/race/asm/FUN_06043C20.c,172,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06043CCC,src/race/asm/FUN_06043CCC.c,580,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043F10,src/race/asm/FUN_06043F10.c,20,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06043F24,src/race/asm/FUN_06043F24.c,316,code,0,2,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044060,src/race/asm/FUN_06044060.c,128,code,0,2,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060440E0,src/race/asm/FUN_060440E0.c,88,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044138,src/race/asm/FUN_06044138.c,524,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044344,src/race/asm/FUN_06044344.c,580,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044588,src/race/asm/FUN_06044588.c,216,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044660,src/race/asm/FUN_06044660.c,62,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0604469E,src/race/asm/FUN_0604469E.c,86,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060446F4,src/race/asm/FUN_060446F4.c,148,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044788,src/race/asm/FUN_06044788.c,172,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044834,src/race/asm/FUN_06044834.c,20,code,0,5,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044848,src/race/asm/FUN_06044848.c,344,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060449A0,src/race/asm/FUN_060449A0.c,250,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044A9A,src/race/asm/FUN_06044A9A.c,134,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044B20,src/race/asm/FUN_06044B20.c,172,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044BCC,src/race/asm/FUN_06044BCC.c,408,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044D64,src/race/asm/FUN_06044D64.c,16,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044D74,src/race/asm/FUN_06044D74.c,52,code,0,16,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044DA8,src/race/asm/FUN_06044DA8.c,16,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044DB8,src/race/asm/FUN_06044DB8.c,56,code,0,27,0,1,1,1,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044DF0,src/race/asm/FUN_06044DF0.c,4,code,0,4,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044DF4,src/race/asm/FUN_06044DF4.c,52,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044E28,src/race/asm/FUN_06044E28.c,20,code,0,5,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044E3C,src/race/asm/FUN_06044E3C.c,36,code,0,33,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044E60,src/race/asm/FUN_06044E60.c,36,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044E84,src/race/asm/FUN_06044E84.c,40,code,0,0,1,0,0,1,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044EAC,src/race/asm/FUN_06044EAC.c,40,code,0,1,0,0,0,1,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044ED4,src/race/asm/FUN_06044ED4.c,32,code,0,1,0,0,0,1,1,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044EF4,src/race/asm/FUN_06044EF4.c,32,code,0,3,0,1,1,1,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044F14,src/race/asm/FUN_06044F14.c,28,code,0,2,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044F30,src/race/asm/FUN_06044F30.c,52,code,0,9,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06044F64,src/race/asm/FUN_06044F64.c,28,code,0,1,0,1,1,1,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044F80,src/race/asm/FUN_06044F80.c,28,code,0,1,0,1,1,1,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044F9C,src/race/asm/FUN_06044F9C.c,24,code,0,1,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06044FB4,src/race/asm/FUN_06044FB4.c,20,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044FC8,src/race/asm/FUN_06044FC8.c,20,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044FDC,src/race/asm/FUN_06044FDC.c,20,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06044FF0,src/race/asm/FUN_06044FF0.c,112,code,0,21,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06045060,src/race/asm/FUN_06045060.c,118,code,0,32,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060450D6,src/race/asm/FUN_060450D6.c,126,code,0,22,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06045154,src/race/asm/FUN_06045154.c,68,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
