retail_name,transplant_addr,real_sigs,phantom_sigs,verdict
FUN_0604264C,0x06042648,1,0,REAL_FIRE
FUN_06042998,0x06042994,0,0,SILENT
FUN_060429CE,0x060429CA,0,0,SILENT
FUN_06042AF8,0x06042AF4,0,0,SILENT
FUN_06042B74,0x06042B70,0,0,SILENT
FUN_06042C64,0x06042C60,0,0,SILENT
FUN_06042CE4,0x06042CE0,0,0,SILENT
FUN_06042DC4,0x06042DC0,0,0,SILENT
FUN_06042DF8,0x06042DF4,0,0,SILENT
FUN_06042F2C,0x06042F28,0,0,SILENT
FUN_06043110,0x0604310C,0,0,SILENT
FUN_06043178,0x06043174,0,0,SILENT
FUN_060431BC,0x060431B8,1,0,REAL_FIRE
FUN_060431C6,0x060431C2,0,1,PHANTOM_ONLY
FUN_060431F8,0x060431F4,1,0,REAL_FIRE
FUN_06043384,0x06043380,1,1,REAL_FIRE
FUN_060433F0,0x060433EC,0,0,SILENT
FUN_06043460,0x0604345C,0,0,SILENT
FUN_060434D0,0x060434CC,0,0,SILENT
FUN_06043630,0x0604362C,0,0,SILENT
FUN_060436D0,0x060436CC,0,0,SILENT
FUN_06043748,0x06043744,0,0,SILENT
FUN_06043810,0x0604380C,0,0,SILENT
FUN_06043854,0x06043850,0,0,SILENT
FUN_060438C8,0x060438C4,0,0,SILENT
FUN_06043934,0x06043930,0,0,SILENT
FUN_0604398C,0x06043988,0,0,SILENT
FUN_060439F4,0x060439F0,0,0,SILENT
FUN_06043B04,0x06043B00,1,0,REAL_FIRE
FUN_06043B88,0x06043B84,0,0,SILENT
FUN_06043B8E,0x06043B8A,0,0,SILENT
FUN_06043C20,0x06043C1C,0,0,SILENT
FUN_06043CCC,0x06043CC8,0,0,SILENT
FUN_06043F10,0x06043F0C,0,0,SILENT
FUN_06043F24,0x06043F20,0,0,SILENT
FUN_06044060,0x0604405C,0,0,SILENT
FUN_060440E0,0x060440DC,0,0,SILENT
FUN_06044138,0x06044134,2,0,REAL_FIRE
FUN_06044344,0x06044340,2,2,REAL_FIRE
FUN_06044588,0x06044584,0,2,PHANTOM_ONLY
FUN_06044660,0x0604465C,0,0,SILENT
FUN_0604469E,0x0604469A,0,0,SILENT
FUN_060446F4,0x060446F0,0,0,SILENT
FUN_06044788,0x06044784,0,0,SILENT
FUN_06044834,0x06044830,0,0,SILENT
FUN_06044848,0x06044844,0,0,SILENT
FUN_060449A0,0x0604499C,0,0,SILENT
FUN_060449AC,0x060449A8,0,0,SILENT
FUN_06044A9A,0x06044A96,0,0,SILENT
FUN_06044B20,0x06044B1C,0,0,SILENT
FUN_06044BCC,0x06044BC8,2,0,REAL_FIRE
FUN_06044D64,0x06044D60,0,0,SILENT
FUN_06044D74,0x06044D70,1,0,REAL_FIRE
FUN_06044D80,0x06044D7C,7,0,REAL_FIRE
FUN_06044DA8,0x06044DA4,0,0,SILENT
FUN_06044DB8,0x06044DB4,0,0,SILENT
FUN_06044DBA,0x06044DB6,3,0,REAL_FIRE
FUN_06044DF0,0x06044DEC,0,0,SILENT
FUN_06044DF4,0x06044DF0,5,0,REAL_FIRE
FUN_06044E28,0x06044E24,5,2,REAL_FIRE
FUN_06044E3C,0x06044E38,10,5,REAL_FIRE
FUN_06044E60,0x06044E5C,0,9,PHANTOM_ONLY
FUN_06044E84,0x06044E80,0,0,SILENT
FUN_06044EAC,0x06044EA8,0,0,SILENT
FUN_06044ED4,0x06044ED0,0,0,SILENT
FUN_06044EF4,0x06044EF0,0,0,SILENT
FUN_06044F14,0x06044F10,0,0,SILENT
FUN_06044F30,0x06044F2C,1,0,REAL_FIRE
FUN_06044F64,0x06044F60,0,0,SILENT
FUN_06044F80,0x06044F7C,0,0,SILENT
FUN_06044F9C,0x06044F98,0,0,SILENT
FUN_06044FB4,0x06044FB0,0,0,SILENT
FUN_06044FC8,0x06044FC4,0,0,SILENT
FUN_06044FDC,0x06044FD8,0,0,SILENT
FUN_06044FF0,0x06044FEC,0,0,SILENT
FUN_06045000,0x06044FFC,0,0,SILENT
FUN_06045006,0x06045002,2,0,REAL_FIRE
FUN_06045060,0x0604505C,10,0,REAL_FIRE
FUN_06045078,0x06045074,0,0,SILENT
FUN_0604507E,0x0604507A,0,0,SILENT
FUN_06045080,0x0604507C,12,0,REAL_FIRE
FUN_060450D6,0x060450D2,0,6,PHANTOM_ONLY
FUN_060450EC,0x060450E8,0,0,SILENT
FUN_060450F2,0x060450EE,6,0,REAL_FIRE
FUN_06045154,0x06045150,0,0,SILENT
FUN_06045198,0x06045194,0,0,SILENT
FUN_060451AA,0x060451A6,0,0,SILENT
FUN_060451BC,0x060451B8,0,0,SILENT
FUN_060451BE,0x060451BA,0,0,SILENT
FUN_060451F8,0x060451F4,0,0,SILENT
FUN_06045218,0x06045214,0,0,SILENT
FUN_06045238,0x06045234,0,0,SILENT
FUN_060452D0,0x060452CC,2,0,REAL_FIRE
FUN_060452F0,0x060452EC,0,0,SILENT
FUN_06045318,0x06045314,0,0,SILENT
FUN_06045340,0x0604533C,0,0,SILENT
FUN_06045368,0x06045364,2,0,REAL_FIRE
FUN_06045378,0x06045374,4,0,REAL_FIRE
FUN_060453B8,0x060453B4,0,0,SILENT
FUN_060453C8,0x060453C4,0,0,SILENT
FUN_060453CC,0x060453C8,4,0,REAL_FIRE
FUN_0604556C,0x06045568,0,0,SILENT
FUN_0604559C,0x06045598,0,0,SILENT
FUN_060455D0,0x060455CC,0,0,SILENT
FUN_060455E2,0x060455DE,1,0,REAL_FIRE
FUN_06045614,0x06045610,0,0,SILENT
FUN_06045620,0x0604561C,0,0,SILENT
FUN_0604562C,0x06045628,1,0,REAL_FIRE
FUN_06045650,0x0604564C,1,0,REAL_FIRE
FUN_06045664,0x06045660,0,1,PHANTOM_ONLY
FUN_06045678,0x06045674,0,0,SILENT
FUN_06045698,0x06045694,1,0,REAL_FIRE
FUN_060456A8,0x060456A4,2,0,REAL_FIRE
FUN_060456C2,0x060456BE,2,1,REAL_FIRE
FUN_060456C8,0x060456C4,2,1,REAL_FIRE
FUN_060456CC,0x060456C8,5,0,REAL_FIRE
FUN_060456EC,0x060456E8,0,0,SILENT
FUN_060456F2,0x060456EE,0,0,SILENT
FUN_060456FC,0x060456F8,0,0,SILENT
FUN_06045714,0x06045710,0,0,SILENT
FUN_06045738,0x06045734,0,0,SILENT
FUN_06045784,0x06045780,0,0,SILENT
FUN_060457A8,0x060457A4,0,0,SILENT
FUN_060457B8,0x060457B4,0,0,SILENT
FUN_060457DC,0x060457D8,0,0,SILENT
FUN_060457E4,0x060457E0,0,0,SILENT
FUN_06045832,0x0604582E,0,0,SILENT
FUN_06045856,0x06045852,0,0,SILENT
FUN_060458B4,0x060458B0,0,0,SILENT
FUN_060458D8,0x060458D4,0,0,SILENT
FUN_06045934,0x06045930,0,0,SILENT
FUN_06045958,0x06045954,1,0,REAL_FIRE
FUN_060459C4,0x060459C0,1,1,REAL_FIRE
FUN_06045A2C,0x06045A28,0,1,PHANTOM_ONLY
FUN_06045A7E,0x06045A7A,0,0,SILENT
FUN_06045AC0,0x06045ABC,1,0,REAL_FIRE
FUN_06045ADC,0x06045AD8,1,0,REAL_FIRE
FUN_06045AF4,0x06045AF0,0,1,PHANTOM_ONLY
FUN_06045B10,0x06045B0C,1,0,REAL_FIRE
FUN_06045B48,0x06045B44,1,0,REAL_FIRE
FUN_06045B74,0x06045B70,1,0,REAL_FIRE
FUN_06045BA0,0x06045B9C,1,0,REAL_FIRE
FUN_06045C3C,0x06045C38,0,0,SILENT
FUN_06045C9C,0x06045C98,4,0,REAL_FIRE
FUN_06045CCC,0x06045CC8,9,2,REAL_FIRE
FUN_06045D04,0x06045D00,2,0,REAL_FIRE
FUN_06045D80,0x06045D7C,2,0,REAL_FIRE
FUN_06045E06,0x06045E02,3,0,REAL_FIRE
FUN_06045E44,0x06045E40,4,0,REAL_FIRE
FUN_06045F46,0x06045F42,0,0,SILENT
FUN_06045FC0,0x06045FBC,0,0,SILENT
FUN_06046024,0x06046020,0,0,SILENT
FUN_06046364,0x06046360,8,0,REAL_FIRE
FUN_060463E4,0x060463E0,0,1,PHANTOM_ONLY
FUN_06046478,0x06046474,0,0,SILENT
FUN_06046520,0x0604651C,1,0,REAL_FIRE
FUN_06046602,0x060465FE,0,1,PHANTOM_ONLY
FUN_06046678,0x06046674,0,0,SILENT
FUN_0604669C,0x06046698,0,0,SILENT
FUN_0604670C,0x06046708,0,0,SILENT
FUN_0604674E,0x0604674A,0,0,SILENT
FUN_0604678C,0x06046788,0,0,SILENT
FUN_060467B0,0x060467AC,0,0,SILENT
FUN_0604680C,0x06046808,0,0,SILENT
FUN_0604687E,0x0604687A,0,0,SILENT
FUN_060468AC,0x060468A8,0,0,SILENT
FUN_06046908,0x06046904,0,0,SILENT
FUN_0604698C,0x06046988,2,0,REAL_FIRE
FUN_06046A20,0x06046A1C,2,0,REAL_FIRE
FUN_06046A90,0x06046A8C,1,2,REAL_FIRE
FUN_06046AE8,0x06046AE4,0,1,PHANTOM_ONLY
FUN_06046B3C,0x06046B38,4,0,REAL_FIRE
FUN_06046B64,0x06046B60,2,0,REAL_FIRE
FUN_06046B70,0x06046B6C,3,2,REAL_FIRE
FUN_06046BD4,0x06046BD0,8,0,REAL_FIRE
FUN_06046BF4,0x06046BF0,5,0,REAL_FIRE
FUN_06046C14,0x06046C10,3,0,REAL_FIRE
FUN_06046C30,0x06046C2C,0,0,SILENT
FUN_06046CD0,0x06046CCC,0,0,SILENT
FUN_06046CF0,0x06046CEC,0,0,SILENT
FUN_06046D10,0x06046D0C,1,0,REAL_FIRE
FUN_06046D30,0x06046D2C,2,1,REAL_FIRE
FUN_06046D78,0x06046D74,4,1,REAL_FIRE
FUN_06046D98,0x06046D94,1,0,REAL_FIRE
FUN_06046E0E,0x06046E0A,2,1,REAL_FIRE
FUN_06046E64,0x06046E60,0,0,SILENT
FUN_06046EBC,0x06046EB8,1,0,REAL_FIRE
FUN_06046FD4,0x06046FD0,1,0,REAL_FIRE
FUN_06047014,0x06047010,1,1,REAL_FIRE
FUN_06047078,0x06047074,1,0,REAL_FIRE
FUN_0604708C,0x06047088,0,1,PHANTOM_ONLY
FUN_060470A8,0x060470A4,0,0,SILENT
FUN_060470C4,0x060470C0,0,0,SILENT
FUN_060470D6,0x060470D2,0,0,SILENT
FUN_060470EC,0x060470E8,0,0,SILENT
FUN_060470FE,0x060470FA,0,0,SILENT
FUN_06047114,0x06047110,0,0,SILENT
FUN_06047118,0x06047114,0,0,SILENT
FUN_06047140,0x0604713C,0,0,SILENT
FUN_06047184,0x06047180,1,0,REAL_FIRE
FUN_060471DC,0x060471D8,1,0,REAL_FIRE
FUN_060471F0,0x060471EC,0,1,PHANTOM_ONLY
FUN_0604720C,0x06047208,1,0,REAL_FIRE
FUN_06047228,0x06047224,0,1,PHANTOM_ONLY
FUN_0604723A,0x06047236,0,0,SILENT
FUN_06047250,0x0604724C,1,0,REAL_FIRE
FUN_06047262,0x0604725E,0,1,PHANTOM_ONLY
FUN_06047278,0x06047274,0,0,SILENT
FUN_0604727C,0x06047278,2,0,REAL_FIRE
FUN_0604728E,0x0604728A,2,2,REAL_FIRE
FUN_060472CC,0x060472C8,1,0,REAL_FIRE
FUN_06047548,0x06047544,1,0,REAL_FIRE
FUN_06047588,0x06047584,3,0,REAL_FIRE
FUN_06047670,0x0604766C,3,1,REAL_FIRE
FUN_060476D0,0x060476CC,5,1,REAL_FIRE
FUN_06047748,0x06047744,3,0,REAL_FIRE
FUN_06047770,0x0604776C,0,0,SILENT
FUN_060477B4,0x060477B0,2,0,REAL_FIRE
FUN_060477D4,0x060477D0,3,0,REAL_FIRE
FUN_060477FC,0x060477F8,3,3,REAL_FIRE
FUN_06047866,0x06047862,0,3,PHANTOM_ONLY
FUN_060478B8,0x060478B4,0,0,SILENT
FUN_0604791A,0x06047916,0,0,SILENT
FUN_0604796C,0x06047968,3,0,REAL_FIRE
FUN_06047986,0x06047982,8,0,REAL_FIRE
FUN_060479A0,0x0604799C,0,0,SILENT
FUN_060479D6,0x060479D2,2,0,REAL_FIRE
FUN_06047A08,0x06047A04,0,0,SILENT
FUN_06047A84,0x06047A80,2,0,REAL_FIRE
FUN_06047AE0,0x06047ADC,2,0,REAL_FIRE
FUN_06047B00,0x06047AFC,2,0,REAL_FIRE
FUN_06047B34,0x06047B30,0,2,PHANTOM_ONLY
FUN_06047B90,0x06047B8C,1,0,REAL_FIRE
FUN_06047C64,0x06047C60,0,0,SILENT
FUN_06047C68,0x06047C64,0,0,SILENT
FUN_06047D20,0x06047D1C,10,0,REAL_FIRE
FUN_06047D34,0x06047D30,0,0,SILENT
FUN_06047D3C,0x06047D38,10,0,REAL_FIRE
FUN_06047D50,0x06047D4C,0,0,SILENT
FUN_06047D68,0x06047D64,0,0,SILENT
FUN_06047D84,0x06047D80,0,0,SILENT
FUN_06047DBC,0x06047DB8,0,0,SILENT
FUN_06047DF0,0x06047DEC,0,0,SILENT
FUN_06047E0C,0x06047E08,17,0,REAL_FIRE
FUN_06047E9C,0x06047E98,0,0,SILENT
FUN_06047EF0,0x06047EEC,0,0,SILENT
FUN_06047F18,0x06047F14,0,0,SILENT
FUN_06047F5C,0x06047F58,0,0,SILENT
FUN_06047F70,0x06047F6C,0,0,SILENT
FUN_06047FC8,0x06047FC4,0,0,SILENT
FUN_06048010,0x0604800C,0,0,SILENT
FUN_06048050,0x0604804C,0,0,SILENT
FUN_0604805C,0x06048058,0,0,SILENT
FUN_060480C4,0x060480C0,0,0,SILENT
FUN_060480D6,0x060480D2,0,0,SILENT
FUN_06048160,0x0604815C,0,0,SILENT
FUN_06048180,0x0604817C,10,0,REAL_FIRE
FUN_0604818C,0x06048188,0,0,SILENT
FUN_060481A8,0x060481A4,0,0,SILENT
FUN_060481FC,0x060481F8,0,0,SILENT
FUN_06048248,0x06048244,1,0,REAL_FIRE
FUN_06048254,0x06048250,1,0,REAL_FIRE
FUN_06048278,0x06048274,5,0,REAL_FIRE
FUN_0604828C,0x06048288,5,0,REAL_FIRE
FUN_060482A8,0x060482A4,10,0,REAL_FIRE
FUN_060482F8,0x060482F4,5,0,REAL_FIRE
FUN_0604C740,0x0604C73C,0,0,SILENT
FUN_0604C76C,0x0604C768,0,0,SILENT
FUN_0604C7A4,0x0604C7A0,0,0,SILENT
FUN_0604C824,0x0604C820,0,0,SILENT
FUN_0604C88C,0x0604C888,10,0,REAL_FIRE
FUN_0604C954,0x0604C950,0,0,SILENT
FUN_0604CA34,0x0604CA30,0,0,SILENT
FUN_0604CAD4,0x0604CAD0,0,0,SILENT
FUN_0604CAEC,0x0604CAE8,0,0,SILENT
FUN_0604CBA4,0x0604CBA0,0,0,SILENT
FUN_0604CE64,0x0604CE60,4,0,REAL_FIRE
FUN_0604CEF0,0x0604CEEC,4,0,REAL_FIRE
FUN_0604CF44,0x0604CF40,0,0,SILENT
FUN_0604CFE8,0x0604CFE4,4,0,REAL_FIRE
FUN_0604D380,0x0604D37C,0,0,SILENT
FUN_0604DD04,0x0604D388,0,0,SILENT
FUN_0604DD34,0x0604D3B8,1,0,REAL_FIRE
FUN_0604DD46,0x0604D3CA,2,0,REAL_FIRE
FUN_0604DD4A,0x0604D3CE,2,0,REAL_FIRE
FUN_0604DE2C,0x0604D4B0,0,0,SILENT
FUN_0604E0F6,0x0604D532,0,0,SILENT
