frame,+0x00,+0x04,+0x08,+0x0C
538,0xFEDC1727,0x00000053,0xFFF254C3,0x0000FBE0
539,0xFEDC3C11,0x0000004E,0xFFF42BCA,0x0000FCD6
540,0xFEDC3C11,0x0000004E,0xFFF42BCA,0x0000FCD6
541,0xFEDC5FA1,0x00000048,0xFFF6042A,0x0000FD6B
542,0xFEDC5FA1,0x00000048,0xFFF6042A,0x0000FD6B
543,0xFEDC7E2F,0x00000043,0xFFF7DE25,0x0000FDB5
544,0xFEDC7E2F,0x00000043,0xFFF7DE25,0x0000FDB5
545,0xFEDC992F,0x0000003E,0xFFF9B98F,0x0000FDEF
546,0xFEDC992F,0x0000003E,0xFFF9B98F,0x0000FDEF
547,0xFEDCB157,0x00000039,0xFFFB9660,0x0000FE14
548,0xFEDCB157,0x00000039,0xFFFB9660,0x0000FE14
549,0xFEDCC756,0x00000033,0xFFFD7481,0x0000FE2E
550,0xFEDCC756,0x00000033,0xFFFD7481,0x0000FE2E
551,0xFEDCDCA8,0x0000002E,0xFFFF53E3,0x0000FE3E
552,0xFEDCDCA8,0x0000002E,0xFFFF53E3,0x0000FE3E
553,0xFEDCF14C,0x00000029,0x00013486,0x0000FE4E
554,0xFEDCF14C,0x00000029,0x00013486,0x0000FE4E
555,0xFEDD0541,0x00000024,0x0003166A,0x0000FE5E
556,0xFEDD0541,0x00000024,0x0003166A,0x0000FE5E
557,0xFEDD1886,0x0000001E,0x0004F98E,0x0000FE6E
558,0xFEDD1886,0x0000001E,0x0004F98E,0x0000FE6E
559,0xFEDD2B1A,0x00000019,0x0006DDF1,0x0000FE7E
560,0xFEDD2B1A,0x00000019,0x0006DDF1,0x0000FE7E
561,0xFEDD3CFC,0x00000014,0x0008C393,0x0000FE8E
562,0xFEDD3CFC,0x00000014,0x0008C393,0x0000FE8E
563,0xFEDD4E24,0x0000000E,0x000AAA74,0x0000FE9E
564,0xFEDD4E24,0x0000000E,0x000AAA74,0x0000FE9E
565,0xFEDD5E98,0x00000070,0x000C9293,0x0000FEAE
566,0xFEDD5E98,0x00000070,0x000C9293,0x0000FEAE
567,0xFEDD6E57,0x000000AA,0x000E7BF0,0x0000FEBE
568,0xFEDD6E57,0x000000AA,0x000E7BF0,0x0000FEBE
569,0xFEDD7D61,0x00000059,0x0010668A,0x0000FECE
570,0xFEDD7D61,0x00000059,0x0010668A,0x0000FECE
571,0xFEDD8BB4,0x00000069,0x00125261,0x0000FEDE
572,0xFEDD8BB4,0x00000069,0x00125261,0x0000FEDE
573,0xFEDD994F,0x00000050,0x00143F6D,0x0000FEEE
574,0xFEDD994F,0x00000050,0x00143F6D,0x0000FEEE
575,0xFEDDA631,0x0000002E,0x00162DB4,0x0000FEFE
576,0xFEDDA631,0x0000002E,0x00162DB4,0x0000FEFE
577,0xFEDDB25A,0xFFFFFFF8,0x00181D37,0x0000FF0E
578,0xFEDDB25A,0xFFFFFFF8,0x00181D37,0x0000FF0E
579,0xFEDDBDC1,0xFFFFFFE7,0x001A0DED,0x0000FF1E
580,0xFEDDBDC1,0xFFFFFFE7,0x001A0DED,0x0000FF1E
581,0xFEDDC86C,0x00000000,0x001BFFDD,0x0000FF2E
582,0xFEDDC86C,0x00000000,0x001BFFDD,0x0000FF2E
583,0xFEDDD25B,0x00000000,0x001DF300,0x0000FF3E
584,0xFEDDD25B,0x00000000,0x001DF300,0x0000FF3E
585,0xFEDDDB8C,0x00000000,0x001FE75E,0x0000FF4E
586,0xFEDDDB8C,0x00000000,0x001FE75E,0x0000FF4E
587,0xFEDDE4C3,0x00000000,0x0021DCEE,0x0000FF53
588,0xFEDDE4C3,0x00000000,0x0021DCEE,0x0000FF53
589,0xFEDDF119,0x00000000,0x0023D3A0,0x0000FF2B
590,0xFEDDF119,0x00000000,0x0023D3A0,0x0000FF2B
591,0xFEDE0214,0x00000000,0x0025CB5B,0x0000FEC9
592,0xFEDE0214,0x00000000,0x0025CB5B,0x0000FEC9
593,0xFEDE118E,0x00000000,0x0027C455,0x0000FE95
594,0xFEDE118E,0x00000000,0x0027C455,0x0000FE95
595,0xFEDE2431,0x00000000,0x0029BE5F,0x0000FE83
596,0xFEDE2431,0x00000000,0x0029BE5F,0x0000FE83
597,0xFEDE36DF,0x00000000,0x002BB997,0x0000FE7D
598,0xFEDE36DF,0x00000000,0x002BB997,0x0000FE7D
599,0xFEDE4998,0x00000000,0x002DB5FD,0x0000FE82
600,0xFEDE4998,0x00000000,0x002DB5FD,0x0000FE82
601,0xFEDE5C5C,0x00000000,0x002FB391,0x0000FE92
602,0xFEDE5C5C,0x00000000,0x002FB391,0x0000FE92
603,0xFEDE6E5C,0x00000000,0x0031B25B,0x0000FEA2
604,0xFEDE6E5C,0x00000000,0x0031B25B,0x0000FEA2
605,0xFEDE7F9E,0x00000000,0x0033B25A,0x0000FEB2
606,0xFEDE7F9E,0x00000000,0x0033B25A,0x0000FEB2
607,0xFEDE9022,0x00000000,0x0035B38E,0x0000FEC2
608,0xFEDE9022,0x00000000,0x0035B38E,0x0000FEC2
609,0xFEDE9FE6,0x00000000,0x0037B5F6,0x0000FED2
610,0xFEDE9FE6,0x00000000,0x0037B5F6,0x0000FED2
611,0xFEDEAEEA,0x00000000,0x0039B991,0x0000FEE2
612,0xFEDEAEEA,0x00000000,0x0039B991,0x0000FEE2
613,0xFEDEBD2D,0x00000000,0x003BBE57,0x0000FEF2
614,0xFEDEBD2D,0x00000000,0x003BBE57,0x0000FEF2
615,0xFEDECAAE,0x00000000,0x003DC44F,0x0000FEE2
616,0xFEDECAAE,0x00000000,0x003DC44F,0x0000FEE2
617,0xFEDED901,0x00000000,0x003FCB69,0x0000FEE2
618,0xFEDED901,0x00000000,0x003FCB69,0x0000FEE2
619,0xFEDEE75C,0x00000000,0x0041D3AC,0x0000FEE2
620,0xFEDEE75C,0x00000000,0x0041D3AC,0x0000FEE2
621,0xFEDEF5C0,0x00000000,0x0043DD17,0x0000FEE2
622,0xFEDEF5C0,0x00000000,0x0043DD17,0x0000FEE2
623,0xFEDF042C,0x00000000,0x0045E7AA,0x0000FEE2
624,0xFEDF042C,0x00000000,0x0045E7AA,0x0000FEE2
625,0xFEDF136D,0x00000000,0x0047F365,0x0000FEE3
626,0xFEDF136D,0x00000000,0x0047F365,0x0000FEE3
627,0xFEDF25EB,0x00000000,0x004A0025,0x0000FEB8
628,0xFEDF25EB,0x00000000,0x004A0025,0x0000FEB8
629,0xFEDF3C7F,0x00000000,0x004C0DE2,0x0000FE31
630,0xFEDF3C7F,0x00000000,0x004C0DE2,0x0000FE31
631,0xFEDF5CD0,0x00000000,0x004E1C48,0x0000FD8F
632,0xFEDF5CD0,0x00000000,0x004E1C48,0x0000FD8F
633,0xFEDF7E01,0x00000000,0x00502BC2,0x0000FD34
634,0xFEDF7E01,0x00000000,0x00502BC2,0x0000FD34
635,0xFEDFA289,0x00000000,0x00523C26,0x0000FD09
636,0xFEDFA289,0x00000000,0x00523C26,0x0000FD09
637,0xFEDFC8C4,0x00000000,0x00544D95,0x0000FCF6
638,0xFEDFC8C4,0x00000000,0x00544D95,0x0000FCF6
639,0xFEDFEFE3,0x00000000,0x00566016,0x0000FCFB
640,0xFEDFEFE3,0x00000000,0x00566016,0x0000FCFB
641,0xFEE017E8,0x00000000,0x005873AA,0x0000FD00
642,0xFEE017E8,0x00000000,0x005873AA,0x0000FD00
643,0xFEE03F32,0x00000000,0x005A8872,0x0000FD10
644,0xFEE03F32,0x00000000,0x005A8872,0x0000FD10
645,0xFEE065C1,0x00000000,0x005C9E6B,0x0000FD10
646,0xFEE065C1,0x00000000,0x005C9E6B,0x0000FD10
647,0xFEE08C64,0x00000000,0x005EB584,0x0000FD10
648,0xFEE08C64,0x00000000,0x005EB584,0x0000FD10
649,0xFEE0B31C,0x00000000,0x0060CDBC,0x0000FD10
650,0xFEE0B31C,0x00000000,0x0060CDBC,0x0000FD10
651,0xFEE0D9E9,0x00000000,0x0062E714,0x0000FD10
652,0xFEE0D9E9,0x00000000,0x0062E714,0x0000FD10
653,0xFEE100CB,0x00000000,0x0065018A,0x0000FD10
654,0xFEE100CB,0x00000000,0x0065018A,0x0000FD10
655,0xFEE127C1,0x00000000,0x00671D1E,0x0000FD10
656,0xFEE127C1,0x00000000,0x00671D1E,0x0000FD10
657,0xFEE14ECC,0x00000000,0x006939CF,0x0000FD10
658,0xFEE14ECC,0x00000000,0x006939CF,0x0000FD10
659,0xFEE175EB,0x00000000,0x006B579E,0x0000FD10
660,0xFEE175EB,0x00000000,0x006B579E,0x0000FD10
661,0xFEE19D1F,0xFFFFFFB0,0x006D7689,0x0000FD10
662,0xFEE19D1F,0xFFFFFFB0,0x006D7689,0x0000FD10
663,0xFEE1C467,0xFFFFFF90,0x006F968E,0x0000FD10
664,0xFEE1C467,0xFFFFFF90,0x006F968E,0x0000FD10
665,0xFEE1EBC4,0xFFFFFFE3,0x0071B7AC,0x0000FD10
666,0xFEE1EBC4,0xFFFFFFE3,0x0071B7AC,0x0000FD10
667,0xFEE21335,0xFFFFFF9B,0x0073D9E4,0x0000FD10
668,0xFEE21335,0xFFFFFF9B,0x0073D9E4,0x0000FD10
669,0xFEE23ABA,0x0000001E,0x0075FD34,0x0000FD10
670,0xFEE23ABA,0x0000001E,0x0075FD34,0x0000FD10
